,Question,Answer,File
143,“What are the landmark judgements in banking?”,"“State Bank of India vs. Amiti Gupta - The Supreme Court reinforced that financial institutions are obligated to address consumer complaints promptly and effectively. Failure to do so constitutes a violation of consumer rights, highlighting the importance of responsive customer service in the banking sector.”
Indian Bank vs. M/S Satyam Fibres (India) Pvt. Ltd. – In this case, the issue was whether the letter submitted by the respondent was a forged letter, and whether the opposite party bank had the duty to ensure co-acceptance by the foreign bank? It was held that the opposite party bank failed to notice that the letter annexed was not the same as the letter of the same date given by the complainant to the bank. Based on evidence, it was established that the letter was forged and the respondent’s case was dismissed. The SC noted that banks need to act in accordance with the uniform rules of collection made by the International Chamber of Commerce.
Mardia Chemicals vs. UOI - In this case, the Supreme Court struck down certain provisions of the SARFAESI Act that were deemed unfair to borrowers, especially those that restricted the borrower’s right to approach the Debt Recovery Tribunal (DRT) without first depositing 75% of the amount claimed by the bank. This judgment was a significant victory for borrowers, ensuring that they had the right to contest recovery proceedings without facing undue financial hardship.
ICICI Bank vs. Shanti Devi Sharma - the Supreme Court reinforced that the powers given to banks under the SARFAESI Act must be exercised with due regard for fairness and justice. The court ruled that borrowers should be given a fair opportunity to settle disputes before harsh recovery actions like repossession of property are initiated.
Hongkong And Shanghai Banking Corp. Ltd vs. Awaz & Ors. – the Supreme Court held that setting interest rate ceilings for credit cards falls under the exclusive jurisdiction of the Reserve Bank of India (RBI). Earlier, the NCDRC held that charging interest rates beyond 30% constitutes an unfair trade practice. However, the SC upheld the exclusivity of the RBI in banking regulation and noted that the attempt on the part of NCDRC to try and impose ceilings on interest rates and ordering the RBI to issue specific regulations was an overreach and encroachment upon its statutory mandate.
Jaiprakash Kulkarni and Ors. vs. Banking Ombudsman and Ors. – this case is on cyber fraud. Unauthorized beneficiaries were added to the petitioner’s bank account without any OTP notification. There was a debit of Rs. 76,90,017/- through multiple transactions the following day. The petitioner, within the next two days, notified the bank and filed an FIR as well. The Court highlighted the importance of complying with the 2 Factor Authentication, and held the bank responsible for this lapse. Further, since the petitioner reported the matter swiftly and there was no negligence on his part, he was not held liable for losses. The bank was required to compensate the customer here.
HDFC Bank Ltd. vs Satish Baishya – The complainant/respondent had an account in the petitioner bank. When he went to the bank for withdrawing money, it came to his knowledge that Rs. 35,000 had been withdrawn by someone from his account. Notably, he was not informed of the transactions through SMS or otherwise. When he visited the bank, the bank ignored the matter and kept it aside. The NCDRC held HDFC Bank liable for failure to resolve the Complainant's grievances pertaining to multiple unauthorized transactions. Further, it failed to ensure SMS alert service for amount deduction.
Melwin D'Mello vs Bank of Baroda – The Complainant opened an NRI account with the Bank of Baroda, subsequently initiating an FC in 1996. This deposit was renewed regularly until 2019. On April 26, 2018, the FD was renewed again with maturity set for April 26, 2019. However, upon seeking renewal, the Complainant's sister was informed that the deposit was prematurely closed, despite the Complainant possessing the original deposit receipt. The Complainant alleged that despite assurances from the bank to investigate, no satisfactory resolution was provided. Before the commission, the Bank of Baroda was held liable for deficiency in service for prematurely closing the fixed deposit of an NRI customer and erroneously adjusting it against another customer's loan account.
K. Venkatasubbaiah vs Manager, State Bank of India – The complainant had a savings bank and FD account with the SBI. An amount of Rs. 64,000 was fraudulently transacted by an unknown person from his account by answering a phone call from SBI. He firstly filed a cyber complaint and then approached the bank branch with the same, but the bank refused to give any kind of relief. Consequently, SBI was held liable for deficiency in services due to its failure to safeguard the FD account of a customer which resulted in unauthorized transactions.
IDBI Bank Ltd. vs. R Sivakumar - Compensation, if any, has to be commensurate with the loss and injury suffered by the complainant. In the present case, while granting relief to the consumer from whose account money was debited although the transaction was not successful, the commission observed that no cause of action would arise if the issuer bank has reversed the amount within the stipulated period, and the transaction did not go through due to issues on the side of the acquirer bank.
Anil Milkhiram Goyel and Ors. vs. Hongkong and Shanghai Banking Corporation Limited - Freezing of joint SB A/c of the complainants on the ground of KYC non-compliance when the same was duly complied with, and/or non-deposit of the outstanding amount in a loan account when the impugned account was closed much earlier, which resulted in declining of ATM transaction not justified if proper evidence to this effect is not produced by the opposite party, and has been negligent in checking whether the formalities have been complied with or not.
State Bank of India Vs. Sansar Chand Kapoor and Ors. - The National Commission held that failure to provide CCTV footage of the ATM to a Complainant in cases alleging fraudulent withdrawal of money from their account amounts to deficiency of service on the part of the bank. The Commission also held that when the Complainant states that he did not withdraw the money, withdrawal of money could only have been possible by someone who had stolen the Complainant’s credit card and the Complainant had either disclosed the PIN number to the fraudsters or had been careless and inadvertently provided the PIN.
Indian Medical Association vs. V.P. Shantha and Ors. - In this case where for a bid certain earnest money or security deposit was taken, and the terms of the bank guarantee stated that withdrawal within 120 days would lead to forfeiture of the security money, the court held holding the HC in err that, “Forfeiture of security money does not in any way affect rights under the Contract Act. A person may have the right to withdraw the offer on the condition that certain earnest money will be forfeited and when he withdraws, he cannot also claim refund of the security deposit or earnest money.”
Vishnu Bansal v ICICI Bank Ltd. – The complainant took a home loan from the OP ICICI Bank @ 7.25% interest rate which was payable in 240 monthly EMIs. Later, the bank increased the interest rate to 8.75% and then to 12.25%, and also the number of EMIs to 331, without informing the complainant. The complainant approached the banking ombudsman, but no progress was made. He alleged deficiency of service and unfair trade practice on the part of the OP. The commission held that though the interest rate here was ‘floating rate of interest’ and the OP had a right to change the rate charged on the loan, it does not mean that it can increase or decrease of interest without apprising the borrower/Complainant about the change in interest charged or the number of EMIs. In simple terms, an opportunity must be afforded to the Borrower before changing the floating rate of interest. It accordingly held that the increase in the interest rates by the OP without taking the consent from the borrower/complainant amounted to Unfair Trade Practice.
HDFC Bank Ltd. v Balwinder Singh - The complaint was of the bank, or its loan recovery agent, employing musclemen to take forcible repossession of the hypothecated vehicle and thus causing physical harassment and mental trauma to the complainant. The District Forum allowed the complaint and directed the bank to pay compensation of Rs. 4 lakh for repossessing the vehicle in this manner and reselling it to a third party. The State Commission confirmed the order in appeal. Dealing with the bank's revision petition, the National Commission expressed shock that the bank had hired musclemen directly or through its recovery agents to recover the loan/repossess the vehicle. The Commission also referred to the State Commission's order, which had observed that the alleged letter produced by the bank purporting to the complainant voluntarily handing over possession of the vehicle was unreliable and that no notice was given to the complainant at the stages of repossession and sale of vehicle. In dismissing the petition, the Commission relied upon its judgment in Citicorp Maruti Finance Limited v S. Vijayalaxmi where it had strongly deprecated such practices. The Commission dismissed the petition and awarded Rs. 25,000/- as exemplary costs in this case.
Citicorp Maruti Finance Ltd. v S. Vijayalaxmi – the complainant borrowed money from the bank to purchase a vehicle through a hire purchase agreement. The complainant made regular payments to the bank, but failed to pay some installments in time due to some unforeseen circumstances. She requested the bank for a one-time settlement, which required her to pay a specific amount by a certain date. However, the bank appointed musclemen to repossess the vehicle, and sold it to a third party. The NCDRC held that a bank/moneylender/financier does not have the power to take possession of a vehicle purchased through a hire purchase agreement by use of force. Even though a hire purchase agreement may give the right to take possession, banks/moneylenders/financiers can only do so by using lawful means, i.e., statutory remedy and intervention of the court.
Punjab National Bank v K.B. Shetty - The complainant, K.B. Shetty, held a fixed deposit with Punjab National Bank. Despite instructions to renew the deposit automatically upon maturity, the bank failed to do so, resulting in financial loss to the depositor due to decreased interest rates. The Supreme Court held that: (1) banking services fall within the definition of ‘service’ under the Consumer Protection Act, (2) a bank’s failure to follow depositor instructions constitutes deficiency in service, and (3) the customer was entitled to compensation for the financial loss suffered.
M.P. Minerals Ltd. v Bank of India and Ors. - A complaint was filed alleging deficiency in service in not paying the amount of bank guarantee on demand. The defense plea was that the demand was not in accordance with terms of guarantee. It was held that where bank guarantee provided conditions for its invocation, then the Bank would not be deficient in service in not making payment under the bank guarantee if conditions were found not fulfilled.
N. Raveendran v Branch Manager, State Bank of India - Due to the wrongful dishonour of the demand draft the complainant was stranded at a very far off place from his home and it resulted in loss, mental agony and hardship to him. The commission noted that the primary duty of a Bank is to safeguard and protect the interest of their customer. It was held that if there has been a lapse or an omission committed by the officials of the Bank and if some inconvenience were caused to a customer due to the omission, negligence or default of the Bank, it amounts to a defective service according to the Consumer Protection Act.
P.P. Devassy v SBI and Ors. - The complainant's employer had sent some amount to him towards his traveling expenses, but the same was not received in his account with Catholic Syrian Bank, Ernakulam. The employer's banker in Middle East had sent telex payment order to the first opposite party (SBI Overseas Branch, Bombay) in favour of the complainant's aforesaid account who in turn vide telegraphic transfer remitted the funds to second opposite party (SBT, Ayiroor Branch) for credit to complainant's account. However, the said telegraphic transfer was not received by the second opposite party. It was held that not only the persons who hires any service but also the persons who are the beneficiaries of such service other than actual hirers would come within the clutches of the term 'consumer'. However, in the present case, the complainant's employer had not hired the services of the opposite parties but had hired the services of their bank in Middle East for sending the money. Therefore, it was held that the complainant was not a beneficiary of the service rendered by the opposite parties and hence not a consumer as defined under the Act. Thus, the complaint was dismissed.
Manohar Singh Chouhan & Ors. v Central Bank of India - The complainants had purchased a tractor after taking loan from the respondent bank. The respondent bank did not remit the premium amount to the insurance company with which the complainants have insured their tractor as a result of which the loss suffered when the tractor met with an accident could not be recovered from the Insurance company. The issue for consideration is whether non-payment of premium amount by the bank amounted to deficiency in service. It was held that when hire purchase agreement between the bank and buyer of the vehicle with the help of bank loan did not contain a condition creating obligation on the part of the bank to remit premium for insurance policy, complainant buyer of vehicle could not hold bank guilty of deficiency in service.
Branch Manager, State Bank of India v  S. K. Lekhi - The issue for consideration is whether there is deficiency in service by the bank in levying increased ledger folio charges and increase in minimum balance limit and deducting the same from the respondent without giving him notice. It was held that the increase in minimum balance amount in current account and increase in ledger folio charges brought in operation by bank pursuant to the Reserve Bank of India directions and general policy could not be held deficiency in service on the ground that individual notice was not given to the consumer.",Banking_Sector
144,“What are the Acts and Guidelines that govern banking?”,"“
Banking Regulation Act, 1949 https://rbidocs.rbi.org.in/rdocs/Publications/PDFs/BANKI15122014.pdf
Banking Regulation (Amendment) Act, 2020.

Reserve Bank of India Act 1934 https://rbidocs.rbi.org.in/rdocs/Publications/PDFs/RBIAM_230609.pdf
Negotiable Instruments Act, 1881 https://legislative.gov.in/sites/default/files/A1881-26.pdf
The Payment and Settlement Systems Act, 2007 https://rbidocs.rbi.org.in/rdocs/Publications/PDFs/86706.pdf
The Special Court (Trial of Offences Relating to Transactions in Securities) Act, 1992  https://legislative.gov.in/sites/default/files/A1992-27.pdf
The Special Court (Trial of Offences Relating to Transactions in Securities) Rules, 1992. https://financialservices.gov.in/sites/default/files/The%20Special%20Court%20%28TORTS%29%20Rules%2C1992.pdf ”
RBI Master Circular on Customer Service in Banks (dated 1 July, 2015) This master circular consolidates the important instructions issued by the RBI in the area of customer service up to June 30, 2015. Important from a consumer experience point of view for its focus on resolving complaints, improving customer relations, customer service committees etc.
https://rbidocs.rbi.org.in/rdocs/notification/PDFs/59FM04072F58B1DD44DFADD486B9B0A59E9D.PDF
RBI’s Charter of Customer Rights  (dated 3 December 2014)
It enshrines broad principles for protection of bank customers and lays down the ‘five’ basic rights of bank customers. These are: (i) Right to Fair Treatment; (ii) Right to Transparency; Fair and Honest Dealing; (iii) Right to Suitability; (iv) Right to Privacy; and (v) Right to Grievance Redress and Compensation.https://rbidocs.rbi.org.in/rdocs/content/pdfs/CCSR03122014_1.pdf

RBI Circulars",Banking_Sector
145,“What are the important links and resources?”,"“For more information on grievance redressal https://rbi.org.in/Scripts/Complaints.aspx
The below mentioned link directs the user to the contact information of the banking ombudsman.
https://www.rbi.org.in/Scripts/AboutUsDisplay.aspx?pg=BankingOmbudsmen.htm
FAQs - https://rbi.org.in/scripts/FAQDisplay.aspx
Banking Sector FAQs - https://consumerhelpline.gov.in/faq-details.php?fid=Banking ”",Banking_Sector
146,“What should I do if there are unauthorized charges on my account?”,"“You should contact your bank and raise a dispute as this is an option for all the consumers. This dispute can be raised by visiting the bank personally, via telephonic conversation or in writing an email to bank support.”",Banking_Sector
147,“Are customers charged for transactions at ATMs?”,“RBI has mandated a minimum number of free transactions at ATMs. Banks may offer more number of free transactions or put charges for more transactions at ATMs. Please refer to the website of the Bank where your account is for more information.”,Banking_Sector
148,“What are various types of cards issued by Banks?”,"“Cards can be classified on the basis of their issuance, usage and payment by the card holder. There are four types of cards (a) debit, (b) credit, (c) prepaid, and (d) electronic.”",Banking_Sector
149,"“What steps should a customer take in case of failed ATM Transaction, when his/ her account is debited?”",“The customer should lodge a complaint with the card-issuing bank at the earliest. This process is applicable even if the transaction was carried out at another bank's ATM.”,Banking_Sector
150,“Within how many days of a failed transaction the amount has to be re-credited?”,"“Yes, the card issuing bank has to re-credit the customer’s amount within five calendar days from the date of the failed ATM transaction.”",Banking_Sector
151,“Where can I complain if I have a problem with my Bank?”,"“1     . Integrated Grievance Redressal Mechanism - On 24th June 2019 RBI launched a software application called Complaint Management System (""CMS"") through NCH’s Integrated Grievance Redressal Mechanism (INGRAM). You can raise your grievance on the Digital Complaint Management System (CMS) Portal: https://cms.rbi.org.in This is the unified portal for Banking, NBFC as well as Digital Transactions related grievances. Citizens can access the CMS portal at RBI’s website to lodge their grievances against any of the entities regulated by RBI. The 2006 Scheme has been replaced by the 2021 Integrated Ombudsman Scheme. Though the previous portal continues to operate as earlier, the information here can be updated based on the 2021 Scheme - https://www.rbi.org.in/commonman/English/Scripts/PressReleases.aspx?Id=3340#:~:text=Complaints%20can%20continue%20to%20be%20filed%20online%20on,Sector%2017%2C%20Chandigarh%20-%20160017%20in%20the%20format

2. Integrated Ombudsman Scheme, 2021-  The Banking Ombudsman appointed has jurisdiction over all commercial banks, regional banks and scheduled primary cooperatives in India.
https://www.rbi.org.in/commonman/English/Scripts/PressReleases.aspx?Id=3340

3. Public Grievances Redressal Mechanism- Grievances received in the Department of Financial Services online or by post / manually in the Department of are processed and forwarded through CPGRAMS (Centralized Public Grievance Redress and Monitoring System) to the concerned organizations for resolution/disposal and are monitored and periodically reviewed.
https://pgportal.gov.in/

4. Approaching any other appropriate judicial or quasi-judicial body:
The complainant is free to take the service provider to a court or any other suitable venue (judicial or quasi-judicial). The proceedings in consumer commissions are not mired by the niceties of procedure, allowing the complainant to file a complaint for himself. As a consumer, the aggrieved party can take the service provider to the appropriate consumer commission, based on the pecuniary and territorial jurisdiction. The jurisdictions of the various consumer commissions are as follows-
a) District Commission: The aggrieved consumer can reach out to the District Commission under section 34 of the CPA, 2019, which provides that the district commission shall entertain matters where the value of the goods or services paid as consideration does not exceed more than fifty lakh rupees.
b) State Commission: In cases where the value of the goods or services paid as consideration is more than fifty lakh, but less than 2 crores, the consumer can approach the State Commission. Moreover, in cases of unfair contracts, the State Commission has original jurisdiction and the consumer can be directly approached. An appeal against the order of the District Commission can also be made under section 47 of the CPA, 2019.
c) National Commission: The National Commission can entertain matters where the value of goods or services paid as consideration exceeds 2 crores. Section 58 also provides that complaints against unfair contracts can be entertained by NCDRC when the amount of value paid exceeds 10 crores. The NCDRC also has appellate jurisdiction against the orders of any State Commission and Central Authority.
Moreover, it must also be kept in mind that section 100 of the CPA, 2019 provides that the remedy under CPA is in addition and not in derogation of other available remedies.
Another remedy available to consumers is mediation. Chapter 5 of the Consumer Protection Act provides for establishing mediation cells and resolving consumer complaints using mediation.

5. Special Courts for securities
These courts dispense of offenses concerning securities operations and the subjects related therewith. The Special Court (Trial of Offenses Relating to Transactions in Securities) Act, 1992 empowers the Central Government to appoint Custodian, who shall publish a notification in the Official Gazette regarding the list of persons involved in the offense connected with transaction of securities. The Act provides that if a person aggrieved by the notification or revocation ordered by the Custodian shall file a petition before the Special Court within thirty days of such order.”",Banking_Sector
152,“Who is an Internal Ombudsman?”,“Internal ombudsman is an independent apex level authority within the bank appointed to enable and ensure speedy resolution of complaints at the bank level,Banking_Sector
153,“Who is a Banking Ombudsman?”,“The Banking Ombudsman is a senior official appointed by the Reserve Bank of India to redress customer complaints against deficiency in certain banking services covered under the grounds of complaint specified.”,Banking_Sector
154,“Which banks are covered under the Banking Ombudsman Scheme?”,"“All Scheduled Commercial Banks, Regional Rural Banks and Scheduled Primary Co-operative Banks are covered under the Scheme.”",Banking_Sector
155,“When can one file a complaint?”,"“One can file a complaint before the Banking Ombudsman if a reply is not received from the bank for a period of 30 days or the bank rejects the complaint, or if the complainant is not satisfied with the reply given by the bank.”",Banking_Sector
156,“Is there any cost involved in filing complaints with Banking Ombudsman?”,"“No. The Banking Ombudsman does not charge any fee for filing and resolving customers’ complaints.
For more information please visit https://cms.rbi.org.in/cms/indexpage.html#eng”",Banking_Sector
157,“What is a debit card?”,"“A debit card works like an electronic check. Because the payment is deducted directly from a checking or savings account. If you use a debit card at a retail store, you or the cashier can run your card through a scanner that enables your financial institution to verify electronically that the funds are available and approve the transaction. Most debit cards also can be used to withdraw cash at ATMs (automated teller machines).”",Banking_Sector
158,“What are Prepaid Payment Instruments ( PPI’s) ?”,"“Prepaid payment Instruments can be used to buy goods and services as well as transfer and send money to a friend, family, etc. The loading /reloading of such PPI is only from a bank account and to be used for making only digital payments such as bill payments, merchant payments, etc.  Such PPIs can be issued on the basis of essential minimum details sourced from the customer. All PPI’s are issued on the prescribed KYC norms.",Banking_Sector
159,“What is the framework for “Limiting Liability of Customers for Unauthorized Electronic Payment Transactions?”,"“Consumer using pre-paid payment instruments (PPIs) issued by banks were protected by limiting their liability towards unauthorized electronic transactions. With effect from March 01, 2019, this facility was extended to customers using non-bank issued PPIs as well. The purpose of prescribing a framework for “Limiting Liability of Customers for Unauthorised Electronic Payment Transactions in Prepaid Payment Instruments (PPIs) issued by Authorized Non-banks” was to limit the liability of customers against unauthorized electronic payment transactions in PPIs issued by non-bank issuers. Further, an enhanced consumer grievance redressal framework was also implemented, prescribing the limits up to which a customer may bear liability under various scenarios like contributory frauds, negligence or deficiency on part of non-bank PPI issuer, third party breach, where the deficiency lies neither with the issuer nor with the customer, and scenarios in which the loss is due to negligence of the customer.”",Banking_Sector
160,“What Is a Mobile Wallet or Digital Wallet?”,“A consumer can store his money in a digital or mobile wallet and carry out online as well as offline transactions without using cash to make purchases. A mobile wallet is a PPI and is a virtual wallet that stores payment card information on a mobile device. Mobile wallets are a convenient way for a user to make in-store payments and can be used at merchants listed with the mobile wallet service provider.”,Banking_Sector
161,“ How does one use a mobile wallet?”,"“To use this wallet, first you have to open your account in that wallet of your choice and for this it is mandatory to have a mobile number. After registering to this service, money can be transferred to the wallet with the help of a debit or credit card and then at the time of purchase you can use money wallet with the help of a smartphone or mobile.”",Banking_Sector
162,“What is a payment gateway?”,"“The payment gateway works as the middleman between the customer and the merchant, ensuring the transaction is carried out securely and promptly. An online payment gateway can simplify how merchants integrate the necessary software. As the middleman during the payment processing, the gateway manages the customer’s sensitive card details between the acquirer and the merchant.”",Banking_Sector
163,“How does a Payment Gateway work?”,"“A customer initiates the payment transaction by clicking on ‘buy now’ or its equivalent button on the website.
·  E-commerce platform takes the customer to a payment gateway where the customer has to input the relevant details.
·   Payment gateway redirects the customer to a secure (consumer to check) page for authorizing the transaction.
· Once the transaction is approved by the payment gateway, banks check the  customer’s account to decide whether the transaction is a success
·  Payment gateway sends the message (successful transaction or error in the transaction) to the customer.
·   If the transaction is successful, the bank settles the payment with the payment gateway.
·   The payment gateway then settles the payment with the merchant, notifying the customer that the transaction is successful and the payment process is complete.”",Banking_Sector
164,“What is AePS (Aadhar Enabled Payment Service)?”,"“AePS is a bank led model which allows online interoperable final inclusion transactions at PoS (Micro ATM) through the business correspondent of any bank using Aadhaar authentication. In the past few months, several use cases like Loan EMI collection, premium collections, payment on delivery etc. have been developed and operationalized on AePS based - BHIM Aadhaar service with an aim to enable wider financial inclusion.  The four Aadhaar-enabled basic types of banking transactions are Balance Enquiry, Cash Withdrawal, Cash Deposit, Aadhaar to Aadhaar Funds Transfer.”",Banking_Sector
165,“What is the Internal Ombudsman for Non-Bank Prepaid Payment Instruments?”,"“NEFT offers many advantages over the other modes of funds transfer:
-      The remitter need not send the physical cheque or Demand Draft to the beneficiary.
-      The beneficiary need not visit his / her bank for depositing the paper instruments.
-      The beneficiary need not be apprehensive of loss / theft of physical instruments or the likelihood of fraudulent encashment thereof.
-      Cost effective.
-      Credit confirmation of the remittances sent by SMS or email.
-      Remitter can initiate the remittances from his home / place of work using the internet banking also.
-      Near real time transfer of the funds to the beneficiary account in a secure manner.”

Real Time Gross Settlements FAQs",Banking_Sector
166,“What is the RTGS System?”,"“The acronym 'RTGS' stands for Real Time Gross Settlement, which can be defined as the continuous (real-time) settlement of funds transfers individually on an order by order basis (without netting). 'Real Time' means the processing of instructions at the time they are received rather than at some later time; 'Gross Settlement' means the settlement of funds transfer instructions occurs individually (on an instruction by instruction basis). Considering that the funds settlement takes place in the books of the Reserve Bank of India, the payments are final and irrevocable.”",Banking_Sector
167,“How is RTGS different from the National Electronics Funds Transfer System (NEFT)?”,"“NEFT is an electronic fund transfer system that operates on a Deferred Net Settlement (DNS) basis which settles transactions in batches. In DNS, the settlement takes place with all transactions received till the particular cut-off time. These transactions are netted (payable and receivables) in NEFT whereas in RTGS the transactions are settled individually. For example, currently, NEFT operates in hourly batches. [There are twelve settlements from 8 am to 7 pm on week days and six settlements from 8 am to 1 pm on Saturdays.] Any transaction initiated after a designated settlement time would have to wait till the next designated settlement time Contrary to this, in the RTGS transactions are processed continuously throughout the RTGS business hours.”",Banking_Sector
168,“Would the remitting customer get back the money if it is not credited to the beneficiary's account? When?”,"“Yes. Funds, received by a RTGS member for the credit to a beneficiary customer’s account, will be returned to the originating RTGS member within one hour of the receipt of the payment at the PI of the recipient bank or before the end of the RTGS Business day, whichever is earlier, if it is not possible to credit the funds to the beneficiary customer’s account for any reason e.g. account does not exist, account frozen, etc. Once the money is received back by the remitting bank, the original debit entry in the customer's account is reversed.”",Banking_Sector
169,“What about Processing Charges / Service Charges for RTGS transactions?”,"“With a view to rationalize the service charges levied by banks for offering funds transfer through RTGS system, a broad framework has been mandated by RBI. Please refer to the RBI site for details pertaining to service charges for RTGS Transactions.”",Banking_Sector
170,“What is the essential information that the remitting customer would have to furnish to a bank for the remittance to be effected?”,"“The remitting customer has to furnish the following information to a bank for initiating a RTGS remittance:
Amount to be remitted
Remitting customer’s account number which is to be debited
Name of the beneficiary bank and branch
The IFSC Number of the receiving branch
Name of the beneficiary customer
Account number of the beneficiary customer
Sender to receiver information, if any.”",Banking_Sector
171,“How would one know the IFSC number of the receiving branch?”,"“The beneficiary customer can obtain the IFSC code from his bank branch. The IFSC code is also available on the cheque leaf. The list of IFSCs is also available on the RBI website. This code number and bank branch details can be communicated by the beneficiary to the remitting customer.”


Shares and Brokerage FAQs",Banking_Sector
172,“What are the kinds of Grievances noted in Shares and Brokerage?”,"“The Various Types of Investors? Grievances observed by SEBI in connection of Shares are as follows:
1. Delay in transfer of shares
2. Non-receipt of shares/dividends/rights/bonus shares
3. Delay/ Non-receipts in issue of duplicate shares
4. Delay/ Non-receipt of annual reports
5. Delay/ Non-receipt of redemption amount of debentures
6. Delay/ Non-receipt of interest on debentures
7. Delay/ Non-credit of shares in the account by the broker
8. Delay/ Non-payment of sale proceeds by the broker etc.
9. Manipulation in the accounts statements
10. Unauthorized trades and unauthorized movements of shares and funds from the clients? accounts.
11. Dabba Trading/ churning etc. in clients? accounts
12. Delay/ Non-updating the changed detail of Investors.
The market regulator has initiated a centralized online system for lodging and tracking complaints. Here's how to redress your grievances.”",Banking_Sector
173,“Where to complaint?”,"“For registering a complaint, access https://scores.sebi.gov.in/scores-home/ and click on the 'complaint registration' tab under 'Investor Corner'.”",Banking_Sector
174,“What is SCORES?”,“It stands for SEBI Complaints Redress System.”,Banking_Sector
175,“How is the complaint processed?”,"“The complaint is scrutinized by SEBI to see if the subject falls under its purview. If it does, SEBI forwards it to the concerned entity with advice to send a written reply to the investor and file an action-taken report within 30 days.
Track the status of your complaint: To check your complaint status, click on 'View Complaint Status' under 'Investor Corner' on the home page.
STEP 1: Provide the complaint registration number which was allotted at the time of registration.
STEP 2: Enter your password:
In case of online complaints, your email address is your password.
In case of physical complaints sent to SEBI, enter the password sent to you by SEBI in the acknowledgment letter.
RESULTS: On verifying the correctness of the registration number, password, and security code, the current status of your complaint is displayed.”",Banking_Sector
176,“When are complaints not taken up by SEBI?”,"“Your complaint may not be taken up if:
It is incomplete or not specific.
The allegation is not supported by documents.
You are simply offering suggestions or seeking guidance/explanation.
You want to seek an explanation for non-trading or illiquidity of shares.
You are not satisfied with the trading price of shares.
It is about non-listing of shares of a private offer.
It concerns disputes arising from a private agreement with companies/intermediaries.
Complaints that are sub-judice (relating to cases which are under consideration by court of law, quasi-judicial proceedings etc.)
Complaints falling under the purview of other regulatory bodies viz. RBI, IRDAI, PFRDA, CCI, etc., or under the purview of other ministries viz., MCA, etc.”",Banking_Sector
177,“How complaints can be informed to SEBI?”,"“A complaint that has been taken up with the company concerned can be registered on SCORES if the investor is not satisfied with the response.
Unlisted companies and entities not registered with SEBI are not covered by SCORES.
An investor, who is not familiar with SCORES or has no access to the website, can lodge a complaint in the physical form by mail to any SEBI office. Such complaints are scanned and uploaded in SCORES for processing.
You can also call up SEBI's toll-free helpline service number for guidance. Dial 1800 266 7575 or 1800 22 7575 (The service is available in 14 languages). For more information please visit https://scores.sebi.gov.in/scores-home/.”

Bharat QR FAQs",Banking_Sector
178,"""Whom should I contact if I have issues with accepting payments?""
 Answer: ""Please get in touch with your acquiring bank helpdesk.""
 —",“IMPS is an innovative real time payment service that is available round the clock. This service is offered by National Payments Corporation of India (NPCI) that empowers customers to transfer money instantly through banks and RBI authorized Prepaid Payment Instrument Issuers (PPI) across India.”,Banking_Sector
