,Question,Answer,File
377,“Why do doctors in India object to prescription using generic names?”,"“The Code of Medical Ethics, Section 1.5 states, “Every physician should, as far as possible, prescribe drugs with generic names and he / she shall ensure that there is a rational prescription and use of drugs.” However, doctors are often influenced by the marketing practices of pharmaceutical companies and believe that drugs being sold under trade names are of better quality. There are also genuine concerns about the quality of many of the branded generic drugs and the generic name drugs. With very high margins for retailers on generic drugs, both branded as well as generic name drugs, doctors fear that their generic prescriptions will be used by pharmacists to push the products of companies that give them the highest margins. Doctors fear that while they are directly held responsible to the patient for treatment, the pharmacists would not be held liable for dispensing poor quality drugs.”",Drugs_and_Cosmetics
378,“What is the status of generic prescriptions in developed countries?”,"“Since the economic crisis of 2008, most developed nations have taken several measures to push the prescription of generic drugs. In 2013, generics accounted for more than three-quarters of the volume of pharmaceuticals sold in the US, UK, Chile, Germany and New Zealand. Generics accounted for well over one quarter of the market in Italy , France and Japan. Prescribing in INN is permitted in two thirds of OECD countries and mandatory in France, Spain, Portugal and Estonia. Many developed countries have also fixed price caps for generic drugs, either by bulk procurement through tenders or by fixing it as a certain percentage of the brand-name's price. At present the worldwide generic drug sales is 92 billion US dollars which is going to reach 100 billion US dollars by 2026.”",Drugs_and_Cosmetics
379,“Are generic drugs as effective as brand-name drugs?”,"“Yes. A generic drug is the same as a brand-name drug in dosage, safety, strength, quality, the way it works, the way it is taken and the way it should be used.
Not every brand-name drug has a generic drug. When new drugs are first made they have drug patents. Most drug patents are protected for 20 years. The patent, which protects the company that made the drug first, doesn't allow anyone else to make and sell the drug. When the patent expires, other drug companies can start selling a generic version of the drug. But, first, they must test the drug and the  concerned authority must approve it.
Creating a drug costs lots of money. Since generic drug makers do not develop a drug from scratch, the costs to bring the drug to market are less; therefore, generic drugs are usually less expensive than brand-name drugs. But, generic drug makers must show that their product performs in the same way as the brand-name drug”",Drugs_and_Cosmetics
380,“What standards do generic drugs have to meet to be available for public consumption?”,"“Before marketing the drug, generic manufacturers need to obtain permission from relevant drug regulatory authorities.
First, any drug manufactured should follow good manufacturing practices guidelines as per Schedule M of Drugs and Cosmetics Act, 1940, the enforcement of which is the responsibility of drug regulators. The manufacturing units should obtain certification in this regard from drug regulators of the respective Country.
Second, there is a requirement for in-vitro dissolution and in-vivo bio-availability and bio-equivalence (BA-BE) testing of new brand (from generic manufacturer) which compares the release of active pharmaceutical ingredient (API) on certain dissolution and liberation characteristics and pharmacokinetic parameters (Cmax, Tmax, and area-under-the-curve) with those from reference standard. If dissolution and BA-BE of API is within acceptable range only then, the new brand is approved for marketing. This ensures that the quality of drugs marketed by generic manufacturers is as good as the one marketed by the innovators. In-vivo BA-BE studies are required only at the time of seeking approval for marketing and not after that while in-vitro studies can be performed anytime.
Health professionals and consumers can be assured that approved generic drugs have met the same rigid standards as the innovator drug. The requirements for generic drugs are-
contain the same active ingredients as the innovator drug(inactive ingredients may vary)
be identical in strength, dosage form, and route of administration
have the same use indications
be bioequivalent
meet the same batch requirements for identity, strength, purity, and quality
be manufactured under the same strict standards of FDA's good manufacturing practice regulations required for innovator products
”",Drugs_and_Cosmetics
381,“How are Generics similar to Brand-Name Drugs?”,"“The law requires a generic drug to meet standards that ensure it's the same basic product as the brand-name drug. That means the generic drug is safe and can be taken:
The same way as a brand-name drug
For the same reason as a brand-name drug
To approve a generic drug, it must be the same as the brand-name product in:
Active ingredient
Strength
Use and effect
How you take it (for example as a pill, inhaler, or liquid)
Ability to reach the required level in the bloodstream at the right time and to the same extent
Testing standards
”",Drugs_and_Cosmetics
382,“How Are Generics Different From Brand-Name Drugs?”,"“Some differences between generics and brand-name drugs are allowed. These may change the look of the drug. But they don’t affect how it works or its safety.
Generic drugs may differ in:
Shape
Color
Packaging
Labeling (minor differences)
Generic drugs are allowed to have different inactive ingredients than brand-name drugs. For example, they may have a different:
Flavoring
Preservative
The inactive ingredients in a generic, though, must be considered safe by the approving authority.
Generic drugs may also have a different expiration date than brand-name drugs. But even so, the generic must keep its effectiveness until its expiration date, just like a brand-name product.
”",Drugs_and_Cosmetics
383,“Why Are Generic Drugs Cheaper Than Brand-Name Drugs?”,"“You may be wondering how a generic drug can be sold at a much lower price than a brand-name drug. They are almost 30-80% cheaper.
The difference in price has to do with the different costs drug makers have in bringing generics and brand-name drugs to the pharmacy shelf.”",Drugs_and_Cosmetics
384,“What are the Indian laws and policy on generic drugs?”,"“The regulation of manufacture, sale and distribution of drugs is primarily the concern of state authorities while central authorities are responsible for approval of new drugs and clinical trials, laying down the standards for drugs, control over the quality of imported drugs, coordination of the activities of State Drug Control Organizations providing expert advice with a view of bring about the uniformity in the enforcement of the Drugs and Cosmetics Act.

Central Drugs Standard Control Organization (CDSCO) under the Ministry of Health and Family Welfare is the pivotal agency dealing with all drug related issues. This organization deals with all new drug approvals, review of new safety information regarding approved drugs, approval and safety review of fixed-dose combinations, medical devices, and implants. All endocrine and metabolic drugs are covered by these organizations and acts. Food supplements (including many herbal products) are regulated by separate laws since they are legally not considered drugs. However, on broader interpretation, dietary supplements could be considered as drugs as per Cadila Pharmaceuticals Ltd. v. State of Kerala (AIR 2002 Ker 357).
In 2008, the Government of India, through the Department of Pharmaceuticals, started a new initiative “Jan Aushadhi” (a Hindi word literally translated as “Medicine for People”). This program envisaged making unbranded quality medicines available to poor people in the country at a reasonable and affordable price through retail outlets’ setup with the help of the government. Under National Health Mission (NHM), support is provided for provision of essential generic drugs free of cost in public health facilities. The support is not only for drugs but also for various components necessary for effective implementation of Free Drug Service Initiative viz. strengthening/setting up robust systems of procurement, quality assurance, IT backed supply chain management systems like Drugs and Vaccines Distribution Management Systems (DVDMS) developed by CDAC, warehousing, prescription audit, grievance redressal, Information, Education and Communication (IEC) training.
”",Drugs_and_Cosmetics
385,“How did the government create a body to better regulate the pharmaceutical sector?”,"“In July 2008,the cabinet Secretariat, created a new department under Ministry of Chemicals and Fertilisers  the Department of Pharmaceuticals, with the objective of giving greater focus and thrust on the development of Pharmaceutical Sector in India and to regulate various complex issues related to pricing and availability of affordable medicines, research & development, protection of intellectual property rights and international commitments related to pharmaceutical sector which require integration of work with other ministries.
All the drugs and pharmaceuticals, unless specifically allotted to any other department, would come under the purview of the department of pharmaceuticals.

The main functions and responsibilities of the department are as follows,

All matters relating to NPPA including its functions of price control and monitoring.
Responsible for the drugs and pharmaceuticals, excluding those specifically allotted to other departments, and for the development of infrastructure, manpower and skills for the pharmaceutical sector
Work for the promotion and coordination of basic, applied and other research in areas related to the pharmaceutical sector and for international co-operation in pharmaceutical research.
Entrusted with the task of maintaining inter-sectoral coordination between organizations and institutes, both under Central and State Governments, related to areas concerning the subject.
To deal with all matters relating to planning, development, and control of, and assistance to, all industries in the pharmaceutical segment.
Promotion of Public Private Partnership (PPP) in pharmaceutical related areas.
”",Drugs_and_Cosmetics
386,“How do other ministries play a role in the regulation process?”,"“The Ministry of Environment and Forests, Ministry of Finance, Ministry of Commerce and Industry and the Ministry of Science and Technology also have a part to play in the regulation process. The process for drug approval requires the coordination of different departments, in addition to the DCGI, depending on whether the application in question is a biological drug or one based on recombinant DNA technology.

The Department of Industrial Policy and Promotion and Directorate General of Foreign Trade, both under the aegis of Ministry of Commerce and Industry and the Ministry of Chemicals and Fertilizers, look into matters related to industrial policy such as the regulation of patents, drug exports, and government support to the industry.

Licensing, quality control issues, market authorization is regulated by the Central Drug Controller, Ministry of Health and Family Welfare, Department of Biotechnology, Ministry of  Science and Technology (DST) and Department of Environment, Ministry of Environment and Forests.

State drug controllers have the authority to issue licenses for the manufacture of approved drugs and monitor quality control, along with the Central Drug Standards Control Organization (CDSCO).”",Drugs_and_Cosmetics
387,“How are pricing and tax policies made for drugs and pharmaceuticals? What are DPCO and NPPA and what role do they play in making policy for drugs and pharmaceuticals?”,"“Price control on medicines was first introduced in India in 1962 and has subsequently undergone evolution through the Drug Price Control Order (DPCO) issued under the Essential Commodities Act. As per the directive of NPPA, the criterion for price regulation is based on the nature of the drug in terms of whether it enjoys mass consumption and in terms of whether there is lack of adequate competition for the drug.
In 1978 selective price controls based on disease burden and prevalence were brought about by the Government. Thereafter, the list of prices under DPCO underwent a gradual decrease over a period of time. Around 80% of the market, with 342 drugs, was under price control in 1979. The number of drugs under DPCO decreased from 142 drugs in 1987 to 74 in 1995.
The major objective of DPCO 1995 was to decrease monopoly in any given market segment, further decrease the number of drugs under price control to 74 and the inclusion of products manufactured by small scale producers under price control list.

In 1997, the National Pharmaceutical Pricing Authority [NPPA] was constituted in order to administer DPCO and deal with issues related to price revision.
The NPPA also regulates the prices of bulk drugs or pharmaceutical actives. The MRP excise on medicines was levied by the Finance ministry in 2005 with the objective of increasing revenue and lowering prices of medicines by using fiscal deterrent on MRP. This change may have had some impact in terms of magnifying the advantage to industries located in the excise free zones.
Drugs with high sales and a market share of more than 50% are part of the price regulation exercise. These drugs are referred to as scheduled drugs. Historically the NPPA would intervene only if the annual price increases were more than 20%.
However, post-2007, the NPPA intervenes in cases where drugs have significant sales and where the annual price increases by 10%.

The National Pharmaceuticals Policy 2006, proposed various measures such as increasing the number of bulk drugs under regulation from 74 to 354, regulating trade margins and instituting a new framework for drug price negotiations so as to make drugs more affordable for the Indian masses, to name a few.

WHO has also published a Pricing Policy Guideline in 2020 to improve affordable access to medicines, which covers 10 pricing policy approaches. The guideline strongly recommends that countries promote the use of quality-assured generic and biosimilar medicines and the need for price transparency. WHO will continue to work with countries to develop sound pharmaceutical pricing policies, including by running training workshops with country stakeholders and enabling discussion and information sharing through the Fair Pricing Forum.

”",Drugs_and_Cosmetics
388,“What are the Good Manufacturing Practices and policies?”,"“World Health Organization GMP guidelines were instituted in 1975 in order to assist regulatory authorities in different countries to ensure consistency in quality, safety and efficacy standards while importing and exporting drugs and related products. India is one of the signatories to the certification scheme.
The WHO-GMP certification, which possesses two-year validity, may be granted both by CDSCO and state regulatory authorities after a thorough inspection of the manufacturing premises.
WHO defines Good manufacturing practice (GMP) as a system for ensuring that products are consistently produced and controlled according to quality standards. It is designed to minimize the risks involved in any pharmaceutical production be it manufacturing, packaging, testing, labeling, distributing and importing, that cannot be eliminated through testing the final product  drug or device or any formulation. The GMP protocols are largely concerned with parameters such as drug quality, safety, efficacy and potency.
India has made progress in the domain of GMP through the enforcement of Schedule M Compliance. The requirements specified under the upgraded Schedule M for GMP have become mandatory for pharmaceutical units in India from July 1, 2005. Schedule M classifies the various statutory requirements mandatory for drugs, medical devices and other categories of products as per the current Good Manufacturing Practices (cGMP). Schedule M contains various regulations for manufacturing, premises, waste disposal, and equipment.
Schedule M protocols have been revised to harmonize it along the lines of WHO and US-FDA protocols. These revised protocols include detailed specifications on infrastructure and premises, environmental safety and health measures, production and operation controls, quality control and assurance and stability and validation studies.
Schedule M compliance is the next thing, smaller pharmaceutical units may take longer to be compliant whereas large-scale firms have shown greater willingness to comply with the revised norms in order to increase their competitiveness in the global arena. According to state regulatory sources, units in states like Gujarat, Karnataka, Maharashtra and Andhra Pradesh have achieved a high percentage of Schedule M compliance in comparison to units in other states.
Export of drugs, devices, and formulations to developed countries from India requires that Regulators from these countries visit Indian manufacturers to carry out a thorough inspection of their manufacturing units before registering the concerned product.
A large number of domestic players are seeking international regulatory approvals from agencies like US-FDA, MHRA UK, TGA Australia and MCC South Africa in order to export their products, mostly generic medicines, in these markets. Indian drug makers have the largest number of FDA-approved plants outside the US and accounted for 39 per cent of all approvals for generic drugs during 2013.
The cost of production has been a leading source of India’s industry strength, as India is 60% cheaper than the U.S. and 50% cheaper than Europe in terms of drug production costs.”",Drugs_and_Cosmetics
389,“What are the policies and guidelines on medical devices and biotechnology in India?”,"“
Medical devices
In June 2007, the DCGI introduced a new set of guidelines for the import and manufacture of medical devices in the country. The Mashelkar Committee subsequently recommended the creation of a specific medical devices division within the CDSCO in order to address the management, approval, certification and quality assurance of all medical devices.
This essentially consisted in alteration of the status of sterile medical devices, intended for internal or external use to medical drugs and creation of suitable provisions and amendments to the Drugs and Cosmetics Act of 1940.
The Drugs Consultative Committee approved these recommendations in 2005, ensuring that in future all devices would be licensed for manufacture, distributed and sold by the CDSCO, with special evaluation committees in order to ensure that the concerned manufacturing units complied with the requisite GMP requirements.

National Medical Devices Policy, 2023
This policy envisions to keep the Indian medical devices sector on an accelerated growth path with a patient-centric approach to meet the evolving healthcare needs of patients by building an innovative and competitive industry in India.

Biotechnology and related products
The Department of Biotechnology [DBT] constituted under the Ministry of Science and Technology is the parent body for policy, promotion of R&D, international cooperation and manufacturing activities.
Together with DBT, Genetic Engineering and Approval Committee [GEAC] constituted under Ministry of Environment and Forests [MoEF] is the key regulatory body in Biotechnology in India. Several committees have also been constituted under the said ministries to regulate the activities involving handling, manufacture, storage, testing, and release of genetic modified materials in India.
The Institutional BioSafety Committee (IBSC), Review Committee on Genetic Manipulation (RCGM) and the Genetic Engineering Approval Committee (GEAC) to monitor rDNA research, product development and commercialization. The ISBC functions as the nodal point for interaction within the institution for the implementation of the rDNA Biosafety guidelines. The RCGM essentially monitors the safety related aspects of activities involving genetically engineering organisms or hazardous microorganisms.
The GEAC undertakes the responsibility of approval of activities involving large-scale use of genetically modified/hazardous microorganisms and products thereof in research and industrial production and their safety in terms of environmental protection. In addition, the DCGI and state drug controllers as per the Drugs and Cosmetics Act 1945 and its subsequent amendments regulate biologicals
”",Drugs_and_Cosmetics
390,“What is a drug?”,"“
All medicines for internal or external use of human beings or animals and all substances intended to be used for, or, in the diagnosis, treatment, mitigation or prevention of any disease or disorder in human beings or animals, including preparations applied on human body for the purpose of repelling insects like mosquitoes;
all medicines for internal or external use of human beings or animals and all substances intended to be used for, or, in the diagnosis, treatment, mitigation or prevention of any disease or disorder in human beings or animals, including preparations applied on human body for the purpose of repelling insects like mosquitoes;
all substances intended for use as components of a drug including empty gelatin capsules;
such devices intended for internal or external use in the diagnosis, treatment, mitigation or prevention of disease or disorder in human beings or animals
”",Drugs_and_Cosmetics
391,“What is a Cosmetic?”,"“A ‘Cosmetic’ means any article intended to be rubbed, poured, sprinkled or sprayed on, or introduced into, or otherwise applied to, the human body or any part thereof for cleansing, beautifying, promoting attractiveness, or altering the appearance, and includes any article intended for use as a component of cosmetic. As per Rule 3(r) of Cosmetics Rules, 2020, ""New cosmetic"" means a cosmetic which contains a novel ingredient which has not been used anywhere in the world or is not recognised for use in cosmetics in any National or International literature.
”",Drugs_and_Cosmetics
392,“Under which act is the import of cosmetics regulated?”,"“Import of cosmetics is regulated in India under the provisions of the Drugs & Cosmetic Act,1940 & Rules,1945. Chapter III of Cosmetics Rules, 2020 also governs such import. The import of cosmetics products into India is regulated through a registration system (online portal) by the Central Drugs Standard Control Organisation (CDSCO) to ensure the safety and quality of products placed on the market. Once a cosmetic product is successfully registered via the online portal (the “SUGAM” portal), an Import Registration Certificate will be issued by the Central Licensing Authority, under Rule 13 of the Cosmetics Rules 2020, for the product’s import into and use in India.”
—-",Drugs_and_Cosmetics
393,“What is the significance of the Act?”,"“The primary objective of the Act is to ensure that the drugs and cosmetics sold in India are safe, effective and conform to quality standards. The related Drugs and Cosmetics Rules, 1945 contains provisions for classification of drugs under given schedules and there are guidelines for the storage, sale, display and prescription of each schedule.”",Drugs_and_Cosmetics
394,“Which department regulates the approval of any drugs to be used in India?”,"“Central Drugs Standard Control Organization (CDSCO) Directorate General of Health Services, Ministry of Health and Family Welfare, Government of India. Central Authorities are responsible for approval of New Drugs, Clinical Trials, laying down the standards for Drugs, control over the quality of imported Drugs, coordination of the activities of State Drug Control Organizations. For more information, refer the following link:-  https://cdsco.gov.in/opencms/opencms/en/About-us/Functions/

Import of cosmetics in India is regulated to ensure quality of cosmetics being imported into India and safety of consumers using these cosmetics.”",Drugs_and_Cosmetics
395,“Where can a consumer register a grievance for the selling of medicines higher than the one printed?”,"“Complaints on prices as well as quality of medicines can be lodged with the Drugs Inspector of the District or the State Drug Controller:

https://cdsco.gov.in/opencms/opencms/en/State-Drugs-Control/
”",Drugs_and_Cosmetics
396,“How can a consumer get a product tested if he thinks it is fake or spurious?”,"“By submitting the product to the government analyst and following the prescribed process of the same:
https://cdsco.gov.in/opencms/opencms/en/About-us/Laboratories/”",Drugs_and_Cosmetics
397,“What is the role of NPPA?”,“The National Pharmaceutical Pricing Authority is a government body that regulates the  price of drugs in India.”,Drugs_and_Cosmetics
398,"“If any banned drug is being used in any state, where can the consumer register his grievance?”","“The consumer can register the grievance with the drug controller of the state and can also approach the Drug Controller General of India.

https://cdsco.gov.in/opencms/opencms/en/State-Drugs-Control/ ”",Drugs_and_Cosmetics
399,"“If a consumer uses a cosmetic product and faces irritation, then what he can do?”","“Consumer can register the grievance with the manufacturing company and with the drug controller of the concerned state and get the product checked by the government analyst. For more information, refer the following link:-
https://cdsco.gov.in/opencms/opencms/en/State-Drugs-Control/
”",Drugs_and_Cosmetics
400,"“If a consumer received adulterated or spurious drug, where he can complain?”","“Consumer can register the grievance with the manufacturing company and with the drug controller of that concerned state and get the product checked by the government analyst. For more information, refer the following link:-
https://cdsco.gov.in/opencms/opencms/en/State-Drugs-Control/ ”",Drugs_and_Cosmetics
