,Question,Answer,File
546,“What are different payment methods available to consumers using e-commerce platforms?”,"“
Credit and Debit Cards
Major networks like Visa, Mastercard, American Express, and RuPay are widely accepted.
Often used for direct transactions and linked with features like EMI (Equated Monthly Installment) options.
2. Net Banking
Direct bank-to-bank transfers using online banking credentials.
Supported by almost all Indian banks and integrated with e-commerce payment gateways.
3. UPI (Unified Payments Interface)
A highly popular method in India, supported by apps like Google Pay, PhonePe, and Paytm.
Enables instant transfers using a Virtual Payment Address (VPA).
4. Wallets
Digital wallets like Paytm, MobiKwik, Amazon Pay, and others allow consumers to preload money or link their bank accounts for seamless transactions.
5. Cash on Delivery (COD)
A traditional but still prevalent option, particularly in regions where trust in online payments is low.
Allows payment in cash or card at the time of delivery.
6. Buy Now, Pay Later (BNPL)
Deferred payment options offered by companies like Simpl, LazyPay, or integrated BNPL features in platforms like Flipkart and Amazon.
Lets consumers pay after a specific period, often interest-free.
7. EMI (Equated Monthly Installments)
Available via credit cards or cardless EMI services like ZestMoney.
Helps consumers make high-value purchases by spreading payments over time.
8. Bank Transfers
Traditional NEFT, RTGS, and IMPS options for direct transfers to e-commerce entities.
10. Gift Cards and Vouchers
Prepaid instruments offered by platforms like Amazon and Flipkart, usable as payment for products or services.
11. International Payment Methods
For cross-border transactions, platforms may support PayPal, Skrill, or international credit cards.
12. Contactless Payments
NFC-enabled methods like Apple Pay and Samsung Pay for quick mobile payments, though adoption is still growing in India.
13. Cash on Delivery
Cash on Delivery (COD) is a payment method in e-commerce where the consumer pays for goods or services only upon receiving them. This method is particularly popular in regions where trust in online transactions or access to digital payment methods is limited.
The consumer can inspect the product before paying, ensuring trust in the transaction.
The payment can be made generally in cash, UPI, etc.
”",E-Commerce_Sector
547,“How are goods purchased on e-commerce generally shipped and delivered?”,"“
1. Order Fulfillment
Processing: Once an order is placed, it is confirmed and processed in the seller's or e-commerce platform's system.
Inventory Check: The product's availability is verified at the nearest warehouse or fulfillment center.
2. Packaging
The product is carefully packed to ensure safety during transit, often with eco-friendly or branded packaging.
3. Shipping
Third-party Logistics (3PL): Many platforms rely on logistics companies (e.g., IndiaPost, Blue Dart, DHL) to ship products.
In-house Logistics: Larger platforms like Amazon and Flipkart may have their own delivery networks (e.g. e-Kart logistics)
Shipping Modes:
Standard Delivery: Takes several days based on location.
Express/One-day Delivery: Premium service for faster delivery.
Cross-border Shipping: For international orders, requiring customs clearance.
4. Tracking
Consumers can track their orders via online platforms or mobile apps, which update the shipment status in real time.
5. Last-mile Delivery
Delivery Agents: Local delivery personnel handle the final leg of the journey, delivering the package to the consumer's address.
Contactless Delivery: Introduced during the COVID-19 pandemic, this option allows packages to be left at a designated spot without direct interaction.
Pickup Points: Some platforms offer delivery to lockers or specific pickup locations.
6. Proof of Delivery
Delivery may require:
A signature or OTP (One-Time Password) confirmation.
Photo evidence of the package at the destination (contactless).
7. Returns and Exchanges
If the product does not meet the consumer’s expectations, reverse logistics are initiated to pick up and return or replace the item.
”",E-Commerce_Sector
548,“Is MRP on products should be same online and offline?”,"“Yes. Always check MRP while buying products online and compare with offline prices. MRP is the maximum price, and online sellers can offer discounts. Law prohibits overcharging, not differential pricing within MRP.
”",E-Commerce_Sector
549,“Is it compulsory for e-commerce companies to have refund or return policy?”,"“It is preferable that all e-commerce companies should have refund or return policy but there is no such law which enforces it. However, if there is any deficiency, the consumer is protected under Consumer Protection Act and can seek redressal for the same.”",E-Commerce_Sector
550,“What precautions should be taken while doing online shopping?”,"“Whenever you shop online, read the fine print carefully. Make sure you are aware of shipping charges, delivery time, and cancellation and return policies, as well as the warranty clauses. Keep your financial information and passwords safe and always make payment through secured gateways like ""https and lock image"" in its url. If you are shopping on the website for the first, opt for cash on delivery payment option. Always check if the website has a landline phone and postal address.”",E-Commerce_Sector
551,“What are the Product Liability & Penal Consequences for e-commerce sector?”,"“The New Act has introduced the concept of product liability and brings within its scope, the product manufacturer, product service provider and product seller, for any claim for compensation. The term 'product seller' is defined to include a person who is involved in placing the product for a commercial purpose and as such would include e-commerce platforms as well. The defense that e-commerce platforms merely act as 'platforms' or 'aggregators' will not be accepted.”",E-Commerce_Sector
552,“What are the Duties of e-commerce entities?”,"“
An ecommerce entity shall:
a) Be  a company incorporated under the Companies Act, 1956 (1 of 1956) or the Companies Act, 2013 (18 of 2013) or a foreign company covered under clause (42) of section 2 of the Companies Act, 2013 (18 of 2013) or an office, branch or agency outside India owned or controlled by a person resident in India as provided in sub-clause (iii) of clause (v) of section 2 of the Foreign Exchange Management Act,1999 (42 of 1999); and
b) Appoint a nodal person of contact or an alternate senior designated functionary who is resident in India, to ensure compliance with the provisions of the Act or the rules made thereunder.
c) Provide the following information in a clear and accessible manner on its platform, displayed prominently to its users, namely:--
legal name of the e-commerce entity;
principal geographic address of its headquarters and all branches;
name and details of its website; and
contact details like e-mail address, fax, landline and mobile numbers of customer care as well as of grievance officer.

Every e-commerce entity shall establish an adequate grievance redressal mechanism having regard to the number of grievances ordinarily received by such entity from India, and shall appoint a grievance officer for consumer grievance redressal, and shall display the name, contact details, and designation of such officer on its platform.

Every e-commerce entity shall ensure that the grievance officer referred to in sub-rule (4) acknowledges the receipt of any consumer complaint within forty-eight hours and redresses the complaint within onement from the date of receipt of the complaint.

Where an e-commerce entity offers imported goods or services for sale, it shall mention the name and details of any importer from whom it has purchased such goods or services, or who may be a seller units platform.

Every e-commerce entity shall endeavor on a best effort basis to become a partner in the convergence process of the National Consumer Helpline of the Central Government.

3. No e-commerce entity shall—
adopt any unfair trade practice, whether in the course of business on its platform or otherwise.
Impose cancellation charges on consumers cancelling after confirming purchase unless similar charges are also borne by the e- commerce entity, if they cancel the purchase order unilaterally for any reason.
Record the consent of a consumer for the purchase of any good or service offered on its platform where such consent is expressed through an explicit and affirmative action, and no such entity shall record such consent automatically, including in the form of pre-ticked checkboxes.
manipulate the price of the goods or services offered on its platform in such a manner as to gain unreasonable profit by imposing on consumers any unjustified price having regard to the prevailing market conditions, the essential nature of the good or service, any extraordinary circumstances under which the good or service is offered, and any other relevant consideration in determining whether the price charged is justified;
Discriminate between consumers of the same class or make any arbitrary classification of consumers affecting their rights under the Act.
”",E-Commerce_Sector
553,“What are the  Liabilities of marketplace e-commerce entities?”,"“
(1) A marketplace e-commerce entity which seeks to avail the exemption from liability under sub-section (1) of section 79 of the Information Technology Act, 2000 (21 of 2000)shall comply with sub-sections (2) and (3) of that section, including the provisions of the Information Technology(Intermediary Guidelines) Rules, 2011.
(2) Every marketplace e-commerce entity shall require sellers through an undertaking to ensure that descriptions, images, and other content pertaining to goods or services on their platform is accurate and corresponds directly with the appearance, nature, quality, purpose and other general features of such good or service.
(3) Every marketplace e-commerce entity shall provide the following information in a clear and accessible manner, displayed prominently to its users:
(a) details about the sellers offering goods and services, including the name of their business, whether registered or not, their geographic address, customer care number, any rating or other aggregated feedback about such seller, and any other information necessary for enabling consumers to make informed decisions at the pre-purchase stage:
Provided that a marketplace e-commerce entity shall, on a request in writing made by a consumer after the purchase of any goods or services on its platform by such consumer, provide him with information regarding the seller from which such consumer has made such purchase, including the principal geographic address of its headquarters and all branches, name and details of its website, its email address and any other information necessary for communication with the seller for effective dispute resolution;
(b) a ticket number for each complaint lodged through which the consumer can track the status of the complaint;
(c) information relating to return, refund, exchange, warranty and guarantee, delivery and shipment, modes of payment, and grievance redressal mechanism, and any other similar information which may be required by consumers to make informed decisions;
(d) information on available payment methods, the security of those payment methods, any fees or charges payable by users, the procedure to cancel regular payments under those methods, charge-back options,
(e) all information provided to it by sellers under sub-rule (5) of rule 6; and
(f) an explanation of the main parameters which, individually or collectively, are most significant in determining the ranking of goods or sellers on its platform and the relative importance of those main parameters through an easily and publicly available description drafted in plain and intelligible language.
(g) Every marketplace e-commerce entity shall include in its terms and conditions generally governing its relationship with sellers on its platform, a description of any differentiated treatment which it gives or might give between goods or services or sellers of the same category.
(h) Every marketplace e-commerce entity shall take reasonable efforts to maintain a record of relevant information allowing for the identification of all sellers who have repeatedly offered goods or services that have previously been removed or access to which has previously been disabled under the Copyright Act, 1957 (14 of 1957), the Trade Marks Act, 1999 (47 of 1999) or the Information Technology Act, 2000 (21 of 2000):
”",E-Commerce_Sector
554,“What are the Duties of sellers on the marketplace?”,": “(1) No seller offering goods or services through a marketplace e-commerce entity shall
· Shall adopt any unfair trade practice whether in the course of the offer on the e-commerce entity's platform or otherwise
· falsely represent itself as a consumer and post reviews about goods or services or misrepresent the quality or the features of any goods or services.
· refuse to take back goods, or withdraw or discontinue services purchased or agreed to be purchased, or refuse to refund consideration, if paid, if such goods or services are defective, deficient or spurious, or if the goods or services are not of the characteristics or features as advertised or as agreed to, or if such goods or services are delivered late from the stated delivery schedule:

(2) Any seller offering goods or services through a marketplace e-commerce entity shall:
(a) have a prior written contract with the respective e-commerce entity in order to undertake or solicit such sale or offer;
(b) appoint a grievance officer for consumer grievance redressal and ensure that the grievance officer acknowledges the receipt of any consumer complaint within forty-eight hours and redresses the complaint within one month from the date of receipt of the complaint;
(c) Ensure that the advertisements for marketing of goods or services are consistent with the actual characteristics, access and usage conditions of such goods or services.
(d) Provide to the e-commerce entity its legal name, principal geographic address of its headquarters and all branches, the name and details of its website, its e-mail address, customer care contact details such as fax, landline, and mobile numbers and where applicable, its GSTIN and PAN details.

(3) Any seller offering goods or services through a marketplace e-commerce entity shall provide the following information to the e-commerce entity to be displayed on its platform or website:
(a) All contractual information required to be disclosed by law;
(b) total price in single figure of any good or service, along with the breakup price for the good or service, showing all the compulsory and voluntary charges such as delivery charges, postage and handling charges, conveyance charges and the applicable tax, as applicable;
(c) All mandatory notices and information provided by applicable laws, and the expiry date of the good being offered for sale, where applicable;
(d) All relevant details about the goods and services offered for sale by the seller including country of origin which are necessary for enabling the consumer to make an informed decision at the prepurchase stage;
(e) The name and contact numbers, and designation of the grievance officer for consumer grievance redressal or for reporting any other matter;
(f) Name and details of importer, and guarantees relate

”",E-Commerce_Sector
555,"“If I click ‘I agree’ to a website’s terms and conditions while shopping online, am I legally bound by those terms?”","“ Yes, when you click “I agree” to a website’s terms and conditions during an online purchase, you are generally entering into what is known as a clickwrap agreement—a type of contract that is legally recognized in India. Under Indian law, especially the Indian Contract Act, 1872, a contract becomes valid when there is mutual consent, a lawful object, and an intention to create legal obligations. The Information Technology Act, 2000 further supports the validity of electronic contracts by recognizing digital communication and click-based consent as legally enforceable. So, by clicking “I agree,” you are usually seen as having accepted the terms, even if you didn’t read them word for word.
That said, not all terms in these agreements are automatically enforceable. The law makes a distinction between valid consent and unfair or one-sided contract terms. Under the Consumer Protection Act, 2019, especially Section 2(46), any term that significantly disadvantages the consumer—like a no-refund clause for defective goods, excessive cancellation charges, or making returns nearly impossible—can be considered an unfair contract term. Indian courts and consumer commissions have struck down such terms when they’ve been found to be exploitative, misleading, or hidden in fine print.
Also, if the design of the website makes it hard for you to understand what you’re agreeing to—like using small fonts, complicated language, or interface tricks to hide important terms—those practices may also be legally challenged. The Guidelines for Prevention and Regulation of Dark Patterns (2023) now make it illegal for platforms to mislead consumers using manipulative designs or unclear consent flows.
So, while clicking “I agree” generally means you’ve accepted the contract, it does not mean that businesses can get away with unfair conditions. If the terms are unreasonable, not clearly explained, or against your basic rights as a consumer, you have legal grounds to raise a complaint or seek redressal through a consumer forum.
Related Case: M/S Emaar MGF Ltd. v. Aftab Singh (2018)
In this Supreme Court case, it was held that arbitration clauses in e‑commerce agreements do not bar consumer forum jurisdiction—consumers retain the right to pursue grievances through consumer courts regardless of such clauses.
”",E-Commerce_Sector
