Question,Answer,File
“What do I do as a consumer when I see such advertisements?”,"“You can register a complaint with the Advertising Standards Council of India (ASCI) which handles consumer complaints about advertisements that are misleading or unethical.
Or, you can register a consumer complaint along with a copy / video / audio of such advertisement through the web portal of the GOI at http://gama.gov.in to bring it to the notice of the Government.”",Entertainment_and_Media
“How do I register my consumer complaint?”,"“Step 1: A one-time registration is required for lodging a complaint. For registration, go to the web portal http://gama.gov.in and click on the login link and register yourself, verify through your email / mobile and create user id and password. Step 2: Using this user id and password, enter into the portal and fill in required details attaching necessary audio / video / paper clip / photograph (if available).”",Entertainment_and_Media
“How do I track the status of my complaint?”,“Log in using user id and password and you can track the status.”,Entertainment_and_Media
“What Action do I expect on my complaint?”,"“Your complaint will be forwarded to the concerned authority for action against the misleading advertisement. For more information about Misleading advertisements and Advertising Standards Council of India please see https://www.ascionline.in/complaint-faq/ or https://www.ascionline.in/social/faqs/. For more information about Grievance Against Misleading Advertisements (GAMA) portal, please visit http://gama.gov.in/Default.aspx.”",Entertainment_and_Media
“How is this sector regulated in India?”,"“The Central Electricity Authority of India oversees the electrical sector, governed by The Electricity Act, 2003. Because of the breadth of the industry, each state has its own grievance redressal procedure. There is an Appellate Tribunal for Electricity set up under section 110 of the Electricity Act, 2003. The consumer redressal grievance method used in Karnataka is described in detail below.”",Electricity_and_Water_Sector
“What are the grounds for complaint available?”,"“
Interruptions/Failure of power supply
Voltage variations
Load shedding/Scheduled outage
Metering complaints
Billing complaints
Disconnection and reconnection complaints
Additional load
Safety issues
TC failure complaints
Theft
Allegation on staff
Phase conversion
Transfer of ownership and conversion
Refund/ issue of certificates
”",Electricity_and_Water_Sector
“What are the modes or methods of complaint available?”,"“Electricity Call Centres: To address the power supply related complaints on a proactive basis and provide effective, assured and timely services to the customers several power distribution companies and state electricity boards have set up an Electricity Call Centers. These call centers work round the clock to receive customer complaints through several channels such as telephone, fax, email, etc. The telephone number 1912 is specifically allotted to Electricity Call Centers for handling power supply related complaints.
Redressal Mechanism under Electricity Act:
(i) Remedy with the distribution licensee: Every distribution licensee is required to, within six months from the appointed date or date of grant of licence, whichever is earlier, establish a forum for redressal of grievances of the consumers in accordance with the guidelines specified by the State Electricity Regulatory Commission.
Any consumer, who is aggrieved by non-redressal of his grievances may make a representation for the redressal of his grievance to the Ombudsman appointed or designated by the State Commission, if the grievance is not addressed by the Electricity company. The Ombudsman is required to settle the grievances of the consumer within such time and in such manner as specified by the State Commission.
(ii) Remedy with the State Electricity Regulatory Commission: If a consumer's grievance is not redressed by the company level forum within the specified time or the consumer is not satisfied with the disposal of his grievance, he will be free to approach the Ombudsman appointed by the Commission.
Appealing To The Appellate Tribunal For Electricity (ATEL):
Set up under section 110 of the Electricity Act, 2003, the appellate body hears the orders passed by the Central and State Electricity Regulatory Commissions.
(i) The appeal to ATEL is considered when the aggrieved party deposits the amount of penalty, if any, and unless such requirement is dispensed by ATEL on grounds of undue hardship to the aggrieved party.
(ii) Moreover, the appeal shall be filed within a period of 45 days from the date on which a copy of the order is received by the aggrieved party.
(iii) The ATEL shall endeavor to settle the dispute within a period of 180 days from the receipt of the appeal.
Approaching the Consumer Fora:
Consumer of electrical energy provided by the Electricity Board or other Private Company, is a consumer as defined under the Consumer Protection Act and a complaint alleging any deficiency on the part of the Board or other private company including any fault, imperfection, shortcoming or inadequacy in quality, nature and manner of performance which is required to be maintained by or under any law or in pursuance of any contract in relation to service, is maintainable under the Consumer Protection Act.
The jurisdictions of the various consumer commissions are as follows-
a) District Commission: The aggrieved consumer can reach out to the District Commission under section 34 of the CPA, 2019, which provides that the district commission shall entertain matters where the value of the goods or services paid as consideration does not exceed more than fifty lakh rupees.
b) State Commission: In cases where the value of the goods or services paid as consideration is more than fifty lakh, but less than 2 crores, the consumer can approach the State Commission. Moreover, in cases of unfair contracts, the State Commission has original jurisdiction and the consumer can be directly approached. An appeal against the order of the District Commission can also be made under section 47 of the CPA, 2019.
c) National Commission: The National Commission can entertain matters where the value of goods or services paid as consideration exceeds 2 crores. Section 58 also provides that complaints against unfair contracts can be entertained by NCDRC when the amount of value paid exceeds 10 crores. The NCDRC also has appellate jurisdiction against the orders of any State Commission and Central Authority.
Moreover, it must also be kept in mind that section 100 of the CPA, 2019 provides that the remedy under CPA is in addition and not in derogation of other available remedies.
Another remedy available to consumers is mediation. Chapter 5 of the Consumer Protection Act provides for establishing mediation cells and resolving consumer complaints using mediation.”",Electricity_and_Water_Sector
“Can the order of the Appellate Authority constituted under the Electricity Act be challenged in the Consumer Fora?”,"“Against the final order passed by the Appellate Authority under Section 127 of the Electricity Act, no complaint can be entertained by the Consumer Fora.",Electricity_and_Water_Sector
“When can an assessment order be challenged in the consumer fora?”,"“As per section 126 of the Electricity Act, if on inspection of any premises, the Assessment Officer of the Electricity Board comes to the conclusion that the consumer is indulging in unauthorized use of electricity, he has to provisionally assess the electricity charges payable by such person.  If that decision is arbitrary, unjustified or erroneous on the basis of the facts, a consumer can raise a dispute and approach the appropriate forum.”",Electricity_and_Water_Sector
“Is consumer fora jurisdiction limited by the grievance redressal mechanism provided under the Electricity Act?”,"“The Electricity Act, 2003 and the Consumer Protection Act runs parallel for giving redressal to any person who falls within the meaning of 'consumer' as defined in the Consumer Protection Act but it is limited to the dispute relating to 'unfair trade practice' or a 'restrictive trade practice' adopted by the service provider or if the 'consumer' suffers from deficiency in service or hazardous service or the service providers has charged a price in excess of the price fixed by or under any law.
Further, while a complaint against an assessment under section 126 or a decision of an appellate authority under section 127 or offences under section 135 to 140 does not lie to a Consumer Fora, however, where no notice is sent to the petitioner under section 126 or sections 135 to 140 of the Electricity Act, 2003 with respect to ""unauthorized use of electricity"", ""pilferage"" or ""theft of electricity"", the Consumer Fora have jurisdiction to adjudicate.”",Electricity_and_Water_Sector
“Does the Electricity Act provide rights for the consumers?”,"“The Electricity (Rights of Consumers) Rules, 2020 provide rights of consumers with regard to release of new connection and modification in existing connection, metering, billing and payment, tariffs, disconnections and reconnections and reliability of supply.”",Electricity_and_Water_Sector
“What are the regulatory bodies in this sector?”,"“The regulatory body in the electricity sector is the Central Electricity Regulatory Commission (CERC), which is a statutory body functioning in a quasi-judicial manner under section 76 of the Electricity Act, 2003. The body works for rationalization of electricity tariffs, transparent electricity subsidy policies, promotion of efficient and environmentally sound policies, among others.”",Electricity_and_Water_Sector
“What are the landmark judgements in this sector?”,"“
Tukaram v. The Executive Engineer, Maharashtra State Electricity Distribution Company Limited and Ors.
In the above case, it was held, by the NCDRC, that delay in granting electricity services amounts to deficiency in services.
Bihar State Electricity Board and Ors.vs. Iceberg Industries Ltd. and Ors.
In this case, it was held that not supplying electricity to industrial establishment or commercial entities is a deficiency in service under the CPA, 1986.
Manager, CESU Angul Elect. Division and Ors. v. Gangadhar Das
It was held in the present case that non-installation of Meter and charging extra electric dues amount to deficiency in service.
”",Electricity_and_Water_Sector
“What are the important links and resources?”,"“Contact Details of DISCOMs of various States: https://api.solarrooftop.gov.in/Report/DiscomList/details”

WATER SUPPLY SECTOR",Electricity_and_Water_Sector
“Where can a Consumer make a complaint related to Water Sector?”,“Water system is a state subject and every state has their own grievance redressal system.”,Electricity_and_Water_Sector
“I am not satisfied with the meter reading. Whom should I approach?”,“The area Zonal officer of the concerned authority should be contacted. There is a provision of special reading after paying a nominal fee.”,Electricity_and_Water_Sector
“What is the criteria for raising of water bill if water meter stops functioning?”,"“If the consumer meter had remained functional for last 12 months, then consumer will be billed on the average consumption of that 12 months period till new meter is installed/ fixed by Water Supply Authority, otherwise for un-metered connections, the department charges at a flat rate of consumption as laid down by the water Department of the City.”",Electricity_and_Water_Sector
“Can the water being supplied be tested for contamination?”,"“Yes, this facility is available free of cost and the complainant can contact the Director of Quality Control of the department.”",Electricity_and_Water_Sector
“Can a leaking service pipe line of a consumer  got replaced by Water Department?”,“Yes at a nominal cost for which the applications are available free of cost in the office of the concerned Executive Engineer.”,Electricity_and_Water_Sector
“Can a consumer file a complaint before the consumer courts for contaminated water supply?”,“A consumer can file a case in consumer court and can file a RTI in the same department.”,Electricity_and_Water_Sector
“What is the airline sector?”,"“The airline sector, also referred to as the civil aviation industry, encompasses all commercial air transport services including passenger airlines, cargo carriers, airport operators, ground handling agencies, and air traffic control services. It covers both domestic and international air travel, scheduled and non-scheduled flights, and the various services provided throughout a passenger’s journey. In India, the sector is regulated by multiple authorities: the Ministry of Civil Aviation (MoCA) oversees policy and governance; the Directorate General of Civil Aviation (DGCA) regulates safety, airworthiness, and airline licensing; the Airports Authority of India (AAI) manages airport infrastructure and air traffic services; the Bureau of Civil Aviation Security (BCAS) is responsible for aviation security; and the Airports Economic Regulatory Authority (AERA) governs airport tariffs and service quality. Together, these bodies ensure the safe, efficient, and consumer-focused operation of the aviation sector. ”",Airlines_Sector
“What are the grounds for complaint in case of grievances with the airline sector?”,"“
Cancellation /Rescheduling of Flights /Delays
Poor responses while enquiring on phones.
Misinformation provided by Airlines staff when called on phones.
Promised services are not provided.
Long procedure in getting refund or even denial of refund.
Denying boarding to the passengers having valid tickets and reported at proper check in time at the last moment due to overbooking or some unknown reasons.
Misleading advertisement that invites passengers for free travel.
Misinformation on confirmed booking.
Unfriendly terms and conditions framed by the private airlines which caused discomfort to the passengers.
Loss of baggage for which compensations are not paid or when paid it is very less.
Pilferage of baggage.
No proper guidance when the passengers are in harness.
Misbehavior at the counter.
Minor faults in booking through airlines/agents net may cost dearer to the passenger.
Data breach by the Airlines company.
”",Airlines_Sector
"“Where can I find the policy for compensation, refunds and the facilities ?”","“Airlines in India are required to publish comprehensive policies on compensation, refunds, and passenger entitlements in cases of denied boarding, cancellations, or delays. These policies must be clearly displayed on each airline’s official website in accordance with the regulatory framework issued by the Directorate General of Civil Aviation (DGCA) under the Civil Aviation Requirements (CAR), Section 3 – Air Transport, Series M, Part IV. Specifically, Paragraph 3.10.2 of this CAR mandates that airlines formulate policies in line with the DGCA’s guidelines and make them prominently accessible to passengers. These policies must include details regarding compensation amounts, timelines for refunds, arrangements for alternate flights, and facilities such as meals or hotel accommodations, depending on the nature and duration of the disruption. This regulation ensures transparency and empowers passengers to be informed about their rights in advance. For accurate and updated information, passengers should consult both the airline’s website and the DGCA portal at https://dgca.gov.in. ”",Airlines_Sector
“What are my remedies in the case of overbooking?”,"“
In case of overbooking, an airline must first ask for volunteers to give up their seats in exchange of such benefits/facilities decided by the airline.
If the boarding is denied to a customer due to overbooking against their will, the airline shall not be liable for any compensation in case alternate flight is arranged that is scheduled to depart within one hour of the original schedule departure time of the initial reservation.
However, failing to provide alternate flight within one hour, the airline shall compensate the passengers as per the following provisions:
a) An amount equal to 200% of booked one-way basic fare plus airline fuel charge, subject to maximum of INR 10,000, in case airline arranges alternate flight that is scheduled to depart within the 24 hours of the booked scheduled departure.
b) An amount equal to 400% of booked one-way basic fare plus airline fuel charge, subject to maximum of INR 20,000, in case airline arranges alternate flight that is scheduled to depart more than 24 hours of the booked scheduled departure.
c) In case passenger does not opt for alternate flight, refund of full value of ticket and compensation equal to 400% of booked one-way basic fare plus airline fuel charge, subject to maximum of INR 20,000.
”",Airlines_Sector
“What are my remedies in the case of delay?”,"“
The airlines shall provide free of charge Meals and refreshments in relation to waiting time if the passenger has checked in on time, and if the airline expects a delay beyond its original announced scheduled time of departure of:
a) 2 hours or more in case of flights having a block time of up to 2 ½ hrs; or
b) 3 hours or more in case of flights having a block time of more than 2 ½ hrs and up to 5 hours; or
c) 4 hours or more in case of flights of higher block time duration.
When domestic flight is expected to be delayed for more than 6 hrs from the scheduled time, airlines shall offer an option of either an alternate flight within a period of 6 hours or full refund of ticket to the passenger.
When total delay is more than 24 hrs from the scheduled time of departure or more than 6 hrs for flights scheduled to depart between 2000 and 0300 hrs, passenger shall be offered Hotel Accommodation free of charge.
If the flier is not informed 24 hours before departure or she misses a connecting flight due to cancellation, the airline has to offer compensation.
In case of a delay of over 24 hours, the passenger should be offered free hotel accommodation. Free stay should also be offered if flights departing between 8 pm and 3 am are delayed for over six hours.
Airlines also need to offer meals and refreshments to passengers in case of delays beyond a certain period. For example, the passenger should get refreshments if a flight that has a block time of two-and-a-half hours is delayed by two hours or more.
But for flights that have a block time between two-and-a-half hours and five hours, the delay has to be three hours for the passenger to be eligible for refreshments. If a flight doesn’t fall into these two categories, the delay has to be over four hours for the airline to offer refreshments.
Block time is the total time from the moment an aircraft first moves for the purpose of taking off until the moment it finally comes to rest at the end of the flight.
”",Airlines_Sector
“Are there situations where the Airlines is not liable to follow the above rules in case of delay?”,"“An operating airline shall not be obliged to provide free meals or hotel accomodation for delay if the delay is caused due to extraordinary circumstances which could not have been avoided even if all reasonable measures had been taken. Such extraordinary circumstances may in particular, occur due to political instability, natural disaster, civil war, insurrection or riot, flood, explosion, government regulation or order affecting the aircraft, strikes and labour disputes causing cessation, slowdown or interruption of work or any other factors that are beyond the control of the airline. Additionally, airlines would also not be liable to pay any compensation in respect of cancellations and delays clearly attributable to Air Traffic Control (ATC), meteorological conditions, security risks, or any other causes that are beyond the control of the airline but which affect their ability to operate flights on schedule.
Extraordinary circumstances should be deemed to exist where the impact of an air traffic management decision in relation to a particular aircraft or several aircraft on a particular day, gives rise to a long delay or delays, an overnight delay, or the cancellation of one or more flights by that aircraft, and which could not be avoided even though the airline concerned had taken all reasonable measures to avoid or overcome of the impact of the relevant factor and, therefore, the delays or cancellations.”",Airlines_Sector
“What are my remedies in case of a downgrade?”,"“Should also include info on rights in case of involuntary downgrade, which are:
In case the passenger is downgraded involuntarily and is carried in a class lower, the airline shall reimburse the passenger as follows :-
a) For domestic sector:-75% of the cost of ticket including taxes.
b) For international sector:-
(i) 30% of the cost of ticket including taxes for flights of 1500 km or less.
(ii) 50% of the cost of ticket including taxes for flights between 1500 km to 3500 km.
(iii) 75% of the cost of ticket including taxes for flights more than 3500 km.
”",Airlines_Sector
“When would complaints not be accepted?”,"“There are various situations which might cause the complaint to be rejected. These include situations where the consumer is unable to file an appeal against an order within a period of 2 years, where the complaint is based on a frivolous cause of action, where the complaint falls outside the jurisdiction of the authority approached, and when the complaint has been filed under wrong sections of the Act, and other such situations. This requires careful reading of all Acts and regulations.”",Airlines_Sector
"“ In case of cancellation of flight, what needs to be done and what are the remedies?”","“
The airline shall inform the passenger of the cancellation at least two weeks before the scheduled time of departure and arrange alternate flight/refund as acceptable to the passenger.
In case the passengers are informed of the cancellation less than two weeks before and up to 24 hours of the scheduled time of departure, the airline shall offer an alternate flight or refund the ticket, as acceptable to the passenger.
If the flier is not informed 24 hours before departure or she misses a connecting flight due to cancellation, or missed the connecting flight booked on the same ticket number of an airline, the airlines shall either provide alternate flight or provide compensation in addition to the full refund of air ticket. The compensation amount ranges between ₹5,000 and ₹10,000, depending on the block time. Also, if the passenger is already at the airport and there’s a delay, the flier should get refreshments while the staff arranges an alternative flight.
Diversion: In case a flight is diverted, the airline should disembark the passengers at the nearest airport and provide refreshments.
The airline will have no obligation to pay ""compensation"" if delay or cancellation happens due to circumstances beyond the control of the airline. These include political instability, natural disasters, riots, floods, government regulations, meteorological conditions, security risks, and so on.
A passenger has the right to receive a refund of statutory taxes, user development, and passenger service fees levied by the airlines in case he/she cancels the ticket or or in case of non-utilisation of tickets/no show. The right to refund will be subject to the airline's internal policy in the case of a foreign airline.
Passenger allowed Lock-in option for 24 hours (after booking the ticket) in which the passenger can cancel or amend the ticket without any additional charges
Further, under no circumstances, the airline or its agent shall levy cancellation charge more than the basic fare plus fuel surcharge.
”",Airlines_Sector
“Where should the grievance redressal be filed?”,"“If the airline is not sticking to the norms provided in the passenger charter, the passenger needs to first complain at the airline’s help desk or email them.
Each Airline shall appoint a Nodal officer and Appellate Authority to settle passenger grievances in a stipulated time frame. Airlines shall conspicuously display the details of Nodal Officer and Appellate Authority on their respective website.
If she is not satisfied with the resolution provided by the airline, she can file a grievance through its AirSewa portal or APP. If the passenger is not satisfied with the resolution of grievance by airline and/or Air Sewa, the passenger has liberty to complain to any statutory body/court set up under relevant applicable laws, including:-
Public grievance , Ministry of civil aviation:
Airsewa portal (https://airsewa.gov.in/) and Centralized Public Grievance Redress And Monitoring System (CPGRAMS)- (https://pgportal.gov.in/)
By Ministry Of Personnel, Public Grievances & Pensions Department Of Administrative Reforms & Public Grievances.
Furthermore, the consumer can know about their rights through:
Integrated Grievance Redressal Mechanism (INGRAM):
Information on:
What are the passenger rights in case of delays and cancellation of flights?
Where to complain?
Medical Emergency
Facilities
AirSewa app
https://consumerhelpline.gov.in/faq-details.php?fid=Airlines
The consumer may also reach appropriate judicial or quasi-judicial body: The complainant is free to take the service provider to a court or any other suitable venue (judicial or quasi-judicial). The proceedings in consumer commissions are not mired by the niceties of procedure, allowing the complainant to file a complaint for himself. As a consumer, the aggrieved party can take the service provider to the appropriate consumer commission, based on the pecuniary and territorial jurisdiction. The jurisdictions of the various consumer commissions are as follows-
District Commission: The aggrieved consumer can reach out to the District Commission under section 34 of the CPA, 2019. which provides that the district commission shall entertain matters where the value of the goods or services paid as consideration does not exceed more than fifty lakh rupees.
State Commission: In cases where the value of the goods or services paid as consideration is more than fifty lakh, but less than 2 crores, the consumer can approach the State Commission. Moreover, in cases of unfair contracts, the State Commission has original jurisdiction and the consumer can be directly approached. An appeal against the order of the District Commission can also be made under section 47 of the CPA, 2019.
National Commission: The National Commission can entertain matters where the value of goods or services paid as consideration exceeds 2 crores. Section 58 also provides that complaints against unfair contracts can be entertained by NCDRC when the amount of value paid exceeds 10 crores. The NCDRC also has appellate jurisdiction against the orders of any State Commission and Central Authority.
Moreover, it must also be kept in mind that section 100 of the CPA, 2019 provides that the remedy under CPA is in addition and not in derogation of other available remedies.",Airlines_Sector
“What are the Acts and Guidelines that govern this sector?”,"“
The Aircraft Act, 1934 and the Aircraft Rules, 1937.
The Airports Authority of India Act, 1994
The Carriage by Air Act, 1972
Airports Economic Regulatory Authority of India Act, 2008 (“AERA Act”)
Aircraft (Security) Rules, 2023
All Acts can be accessed here- https://www.civilaviation.gov.in/ministry-documents/acts
Other important regulations and orders:
The Aircraft (Investigation of Accidents and Incidents) Rules, 2017
establishes the Aircraft Accident Investigation Bureau of India, which is in charge of investigating accidents or incidents involving any aircraft that occur during or after their navigation in or over India. It also specifies the powers and duties of the investigating body, the investigation process, how incidents are to be reported, and the authority of the inquiry officer.
http://164.100.60.133/accident2012/Aircraft%20Investigation%20of%20Accident%20and%20Incident%20Rules%202017.pdf

All corporate entities, including airlines, are required by the Information Technology (Indian Computer Emergency Response Team and Manner of Performing Functions and Duties) Rules, 2013 (""CERT-in Rules"") to notify the Indian Computer Emergency Response Team (""CERT-in"") in case of a cybersecurity breach, which addresses consumer privacy concerns.
Civil Aviation Requirements (CARs) issued by the DGCA under Rule 133A of the Aircraft Rules-
Section 3, Series “M”, Part IV
“Facilities to be provided to passengers by airlines due to denied boarding, cancellation of flights and delays in flight”.
India is a party to the following conventions:
Warsaw Convention (1929), the Hague Protocol (1955), the Montreal Convention (1999) and the Cape Town Convention.
”",Airlines_Sector
“What are the landmark judgements in this sector?”,"“
Station Manager, Air India, Aizawl v. Dr. K. Vanlalzami D/o K. Lalthanmawia (NCDRC 2016)
The complainant was denied boarding an hour before scheduled time because of overbooking and the alternate flight was arranged but 5 days later, which caused extra expenditure to the complainant for staying in the town and arranging commute. The compensation of Rs 1 lakh ordered by the District Forum was upheld by the NCDRC.
Trans Mediterranean Airways v. Universal Exports and Anr. (2011 SC)
The National Commission had no legal problems exercising its authority since, for the purposes of Rule 29 of the Second Schedule to the CPA and the Warsaw Convention, it was regarded as a court located on the territory of the High Contracting Party. Accordingly, in light of CPA and Warsaw Convention requirements, the National Commission under CPA has the authority to consider and rule on complaints made by consignors seeking reimbursement for a carrier's lack of service.
Air France v. O.P. Srivastava and Ors. (NCDRC 2018)
The Commission ruled that airlines must place strict restrictions on ticket cancellations rather than arbitrarily allowing overbooking since doing so could result in the emergence of unfair business practices with the intention of making a profit. It ordered compensation of Rs 4 lakhs to each of the 3 complainants.
IndiGo Airlines v. Sunil Jand, Chandigarh DRC, Complaint No. 177/2023:
held that the airline's failure to provide pre-booked wheelchair assistance to elderly passengers amounted to a deficiency in service under Section 2(11) of the Consumer Protection Act, 2019, and constituted an unfair trade practice under Section 2(47). The Commission emphasized that airlines owe a heightened duty of care to passengers with reduced mobility, and any failure to deliver essential, pre-arranged support—such as wheelchair assistance—violates the passengers’ right to safe, dignified travel. The holding clarified that such services are not discretionary but a part of the paid travel service.
”",Airlines_Sector
“What is to be done in case of a medical emergency on-board?”,"“
Liability of carriers in the case of death and bodily injury is determined under Carriage by Air Act, 1972.
As per 2014 Notification by the Central Government, Third Schedule liability norms under the Carriage by Air Act, 1972 apply for determining liability of domestic carriers. For domestic carriers, as far as the liability for the death of or injury to the passenger is concerned, the norm of unlimited liability of the carrier applies, but the strict liability of the carrier is Rs. 20,00,000. Thus, the carriers are entitled to the defences available under the Third Schedule once the limit of Rs. 20,00,000 crosses. Added to this, the 2014 Notification exempts the carrier from taking mandatory liability insurance coverage.
As far as codified laws applicable to India are concerned, neither of the two, the Convention or the Aircraft Act, 1934 along with Rules made thereunder, provide for any method or manner of determination of compensation to ground victims for damages caused by aircraft accidents. The Convention is limited in its application to passengers on board an aircraft and does not take cognizance of damage caused to ground victims.
Mere proof of death or injury is not sufficient, but the plaintiff has to prove the occurrence of accident, which is interpreted as ‘happening of unexpected event’, causing the damage. In addition, the concerned accident must have occurred on board the aircraft or in the course of embarking or disembarking, which are the questions of fact to be established separately in each case.
Death due to natural causes on board has no compensation.”",Airlines_Sector
“What are the facilities that airlines are expected to provide to persons with disabilities?”,"“
The regulations for carriage of persons with disabilities (Divyangjan) and reduced mobility by air are provided by CARs under section 3, Series M, Part I
It shall be the responsibility of the persons with disability (Divyangjan) or reduced mobility to notify their needs at least 48 hours before the scheduled time of departure.
Airlines shall provide convenient seats that are designated as accessible for persons with disabilities with adequate leg space free of charge, which should remain blocked until close to the time of departure. Airlines shall not allocate those seats to persons with disability or reduced mobility where their presence would impede the crew in performing their duties, obstruct access to emergency equipment or impede the emergency evacuation path of the aircraft”",Airlines_Sector
“What is the AirSewa app?”,"“The AirSewa app is a government initiative launched by the Ministry of Civil Aviation to provide a unified digital platform that brings together all aviation stakeholders—airlines, airport operators, security agencies, and regulatory bodies—for the timely and effective resolution of passenger grievances and dissemination of real-time flight-related information. Available on both Android and iOS, the app allows passengers to file complaints related to issues like flight delays, baggage loss, airport facilities, wheelchair assistance, and airline behavior. To lodge a complaint, users must register on the app or website (https://airsewa.gov.in) and submit a grievance under the appropriate category. Once filed, the complaint is routed to the concerned stakeholder—typically the airline, airport operator, or relevant authority—through a centralized escalation matrix. Each stakeholder is obligated to respond within a stipulated time frame, and the complaint is monitored by the Directorate General of Civil Aviation (DGCA) and Ministry of Civil Aviation for compliance and timely closure. The system also allows tracking of the complaint status, submission of follow-up remarks, and receipt of resolution updates. ”",Airlines_Sector
“What are the other general rules that need to be followed by airlines?”,"“
The airlines shall display their policies regarding compensation, refunds, and the facilities that will be provided by the airline in the event of denied boarding, cancellations, and delays on their respective websites as part of their passenger Charter of Rights.
Passengers shall be fully informed by the airlines of their rights in the event of denied boarding, cancellations, or delays of their flights so that they can effectively exercise their rights provided at the time of making bookings/ticketing, they have given adequate contact information to the airline or their agents.
The obligation of airlines to fully inform the passenger(s) shall be included in ticketing documents and websites of the airlines and concerned third parties (GDS and travel agents) issuing such documents on airlines’ behalf.
Airlines shall display policy on their respective websites about passenger handling in the event of cancellation and delays. Airline counters at airports shall disseminate reasons for cancellation and delays to the affected passengers and attend to their grievances.
Each Airline shall appoint a Nodal officer and Appellate Authority to settle passenger grievances in a stipulated time frame. Airlines shall conspicuously display the details of the Nodal Officer and Appellate Authority on their respective website.
The internal grievance mechanism of airlines shall be transparent with a provision of online complaint handling. All complaints registered shall be issued a unique reference number.
If airlines offer a flight to/from an airport or terminal alternative to that for which booking was made, where it is served by several airports or terminals, the airline shall bear the cost of transferring the passenger to/from that alternate airport or terminal to the one for which the booking was made. In the event, the passenger has been informed of the change at least 6 hrs in advance, the passenger shall be responsible for his/her own travel arrangements.
In case of damaged baggage, the airline may pay you for repair of your baggage or provide replacement baggage. The airline is liable to pay you compensation in case of loss, damage or delayed baggage as per the provisions of The Carriage by Air Act, 1972.
”",Airlines_Sector
“Whose responsibility is it to refund when a ticket is purchased through a travel agent/portal?”,"“In case of purchase of ticket through travel agent/portal, onus of refund shall lie with the airlines as agents are their appointed representatives. The airlines shall ensure that the refund process is completed within 30 working days. As per MoCA notification (Aug 2020) and DGCA advisory (2021), responsibility lies with airlines to ensure that agents transfer refunds to customers promptly.”",Airlines_Sector
“What is Legal Metrology?”,"“Legal metrology is the branch of metrology that deals with units and methods of weighing and measuring, as well as weighing and measuring instruments, in relation to the mandatory technical and legal requirements that aim to ensure public assurance in terms of the security and accuracy of weights and measurements. It is the process of applying legal requirements to measurements and measuring tools.
—",Legal_Metrology_Sector
“What is the Bureau of Indian Standards (BIS)?”,"“The Bureau of Indian Standards (BIS) is an Indian National Standard Body. BIS is supported by the Government of India's Ministry of Consumer Affairs, Food and Public Distribution. It has provided various benefits to the national economy through standardization, testing, and certification, such as providing quality and reliable goods that are safe for internal and external consumption, minimizing health hazards to consumers, promoting export and import substitutes, and so on. BIS participates in the following activities:
Standards Formulation
Product Certification Scheme
Compulsory Registration Scheme
Foreign Manufacturers Certification Scheme
Hall Marking Scheme
Laboratory Services
Laboratory Recognition Scheme
Sale of Indian Standards
Consumer Affairs Activities
Promotional Activities
Training Services, National & International level
Information Services
The Bureau establishes Indian Standards in relation to any article or process and amends, revises or cancels the standards so established as may be necessary, by a process of consultation involving consumers, manufacturers, Government and regulatory bodies, technologists, scientists and testing laboratories through duly constituted committees.
In the context of legal metrology, the BIS works closely with regulators to ensure:
Accurate weights and measures are used in trade and commerce.
Calibration and maintenance of measuring devices, such as weighing machines and fuel pumps.
Labeling requirements for packaged commodities conform to standards, helping consumers make informed decisions.
The BIS’s role complements the enforcement activities under the Legal Metrology Act, 2009, ensuring transparency and consumer trust in market practices.
”",Legal_Metrology_Sector
“What are the grounds for complaint available?”,"“
Some examples of grounds for complaint available are:
Charging more than MRP
Less weight than proclaimed
Weighing the product with the box
Missing mandatory labelling information
Non- calibrated weighing scale
Packing in non – standard weights
Complaints can be registered with the BIS on the following grounds:
Quality of BIS certified product.
Products under Registration Scheme.
Hallmarked products.
Services of BIS such as sales, library, technical information services and general services
Activities of BIS such as Standard Formulation, Product and Management Systems
Certification, Laboratory testing etc.
Unauthorised use of BIS Standard Mark by licensees/applicants/others.
Irregularities in operation and misuse of licence by BIS licensees.
False or misleading advertisements and claims by licensees or applicants or non-licensees.
Delay in grant or renewal of licences and delays in inclusion of additional varieties.
Regarding the services rendered by BIS officers and employees.
”",Legal_Metrology_Sector
