,Question,Answer,Filename
415,What are FDI guidelines for e-Commerce?,"In India 100 FDI is permitted in B2B e-commerce, however, No FDI is permitted in B2C e-commerce.
       100 FDI under automatic route is permitted in the marketplace model of e-commerce, while FDI is not permitted in inventory based model of e-commerce.
      India allows 100 percent foreign direct investment FDI in the marketplace model of e-commerce, which it defines as a tech platform that connects buyers and sellers.
       India has not allowed FDI in inventory-driven models of e-commerce. The inventory model, which Walmart and Amazon use in the United States, is where the goods and services are owned by an e-commerce firm that sells directly to retail customers.
   The restriction is aimed largely at protecting Indias vast unorganized retail sector that does not have the clout to purchase at scale and offer big discounts.
      In order to increase the participation of foreign players in the e-commerce field, the Government has increased the limit of foreign direct investment FDI in the e-commerce marketplace model for up to 100 in B2B models.

Anyvendor who purchases 25 or more of its inventory from an e-commerce group company will be considered to be controlled by that e-commerce company, and thereby barred from selling on its portal.

The policy mandates that no seller can sell its products exclusively on any marketplace platform and that all vendors on the e-commerce platform should be provided services in a fair and non-discriminatory manner. Services include fulfilment, logistics, warehousing, advertisement, payments, and financing among others.",E-commerce sector
416,What is the education sector?,"In recent years, the landscape of the education sector in India has experienced remarkable growth and transformation. The heightened competition among educational institutions, combined with strategic initiatives to attract a larger student base through incentives like scholarships, discounts, and supplementary services, has resulted in a notable upswing in enrollments. India stands out with one of the worlds most extensive networks of higher education systems, comprising 45,000 degree colleges, over 1000 universities, and approximately 1500 top institutes. This expansive framework reflects a promising trajectory for the future of education in the country.
Nevertheless, within this progressive panorama, concerns surrounding consumer rights in the education sector have gained prominence. With a dedicated focus on ensuring the welfare of students and safeguarding their interests, consumer laws assume a pivotal role in addressing potential issues that may arise between educational institutions and students.",Education Sector
417,What are the grounds for complaint available?,"	Retention of Original Certificates: Educational institutions retaining original certificates, violating the rights of students.
	Non Issuance of Transfer certificates: Delay on issuance of transfer certificate leading to possible loss of academic year. 
	Unreasonable Demand of Full Course Fee: Demanding the entire course fee upfront, hindering financial flexibility for students.
	Non-Delivery of Promised Services: Failure to provide services promised during the course, leading to dissatisfaction and frustration.
	Non-refundable Fee Clause Contradictions: Contradictions in fee receipts, where non-refundable clauses are misused despite the institutes failure to deliver promised services.
	Withdrawal and Refund Issues: Complications in the withdrawal process and delays in refunding the balance amount after withdrawing from the course.
	Misleading Advertisements: Educational institutions providing misleading advertisements, enticing students with false promises.
	Breach of Data Privacy: Instances of unauthorised access or breach of students confidential information by the educational institution.",Education Sector
418,When would complaints not be accepted?,"There are various situations which might cause the complaint to be rejected. These include
situations where the consumer is unable to file an appeal against an order within a period of three months, where the complaint is based on a frivolous cause of action, where the complaint falls outside the jurisdiction of the authority approached, and when the complaint has been filed under  wrong sections of the act, and other such situations. 
Specifically within the education sector, certain activities are not considered services under the Consumer Protection Act, and these include conducting exams, issuing roll numbers, determining examination centres, evaluating papers, cancelling candidature, allotting subjects, and declaring results indicative list. These activities are statutory functions and do not fall within the definition of services as laid down under the Consumer Protection Act.",Education Sector
419,What needs to be done to get redressal of complaint/grievance?,"Stage 1: College/Institute Level
Lodge the grievance with the College/Institute and await resolution within 15 working days.

Stage 2: University or Competent Authority UGC/AICTE/DEB
If the issue remains unresolved or the resolution provided by the College/Institute is unsatisfactory, submit a written complaint to the respective University or Competent Authority UGC/AICTE/DEB for Higher Education.

Stage 3: Consumer Dispute Redressal Commission

If the issue persists or the desired solution is not achieved, file a complaint with the Consumer Dispute Redressal Commission, following their prescribed procedure. Additional information can be found at http://www.ncdrc.nic.in/districtlist.html.",Education Sector
420,What are the regulatory bodies in this sector?,"1. University Grant Commission UGC
2. All India Council for Technical Education AICTE
3. Distance Education Bureau DEB
4. Indian Council for Agriculture Research ICAR
5. Bar Council of India BCI
6. National Council for Teacher Education NCTE
7. Rehabilitation Council of India RCI
8. National Medical Council Previously known as Medical Council of India - MCI
9. Pharmacy Council of India PCI
10. Indian Nursing Council INC
11. Dentist Council of India DCI
12. Central Council of Homeopathy CCH
13. Central Council of Indian Medicine CCIM
14. Central Board of Secondary Education CBSE
15. National Institute of Open Schooling NIOS",Education Sector
421,"What are the rules, Acts, and Guidelines that govern this sector?","	 The Central Educational Institutions Reservation in Admission Act, 2006
	The University Grants Commission Act, 1956
	The National Commission for Minority Educational Institutions Act, 2004
	The Central Universities Act, 2009  	
	The School of Planning and Architecture Act 2014
	The All India Council for Technical Education Act, 1987
	The Institutes of Technology Act, 1961
	National Institutes of Technology Act, 2007
	The National Institutes of Technology Amendment Act,2012
	The National Institutes of Technology, Science Education and Reserch Amendment Act,2014
	The Institutes of Technology Amendment Act, 2012
	The Architects Act, 1972
	The Apprentices Act, 1961
	Draft Indian Institutes of Information Technology IIIT Bill, 2010
	National Institutes of Technology, Science Education and Research Amendment Act, 2014
	The Indian Institutes of Management Bill, 2017
All Acts and Regulations can be accessed here. ",Education Sector
422,What are the landmark judgements in this sector?,"The issue of whether consumer courts have jurisdiction over educational institutions remains a complex matter, marked by conflicting judgments from different benches of the Supreme Court. 

Manu Solanki v. Vinayaka Mission University.  
In an attempt to settle this dispute, a three-judge bench in 2020, comprising Dr. D.Y. Chandrachud, Indu Malhotra, and Indira Banerjee, JJ., acknowledged the divergence of views within the Court on whether educational institutions fall under the Consumer Protection Act, 1986. The bench deemed it necessary to admit the case for further consideration, stating that the appeal required admission due to conflicting opinions.
P. Sreenivasulu v. P.J. Alexander.  
Affirming consumer court jurisdiction, the Supreme Court allowed civil appeals filed by students in the case of P. Sreenivasulu v. P.J. Alexander. The court referred to the precedent set by the Buddhist Mission Dental College  Hospital v. Bhupesh Khurana, which established that the provision of education for a fee falls within the definition of service in the Consumer Protection Act.  According to this perspective, students paying fees for educational services are considered consumers, and the Act is applicable.
Bihar School Examination Board v. Suresh Prasad Sinha.  
Rejecting consumer court jurisdiction, the Supreme Court ruled in the case of Bihar School Examination Board v. Suresh Prasad Sinha that disputes related to faults in conducting examinations and non-declaration of results by examinees do not fall within the ambit of the Consumer Protection Act, 1986. The court argued that the examination process is a statutory function and not a service provided for consideration.
To reconcile this conflict, it is crucial to consider the specific circumstances of cases where the Supreme Court acknowledged consumer court jurisdiction. Notably, instances involved deficiencies in services by educational institutions, such as a Dental College admitting students without proper affiliation or recognition by relevant authorities. Since these institutions were not recognized as educational institutions under the statutory rules, that is perhaps why the court stated it had jurisdiction.",Education Sector
423,1.	What is the Right to Education Act?,"The Right of Children to Free and Compulsory Education Act or Right to Education Act RTE, is an Act of the Parliament of India enacted on 4 August 2009, which describes the modalities of the importance of free and compulsory education for children between 6 and 14 in India under Article 21a of the Indian Constitution.",Education Sector
424,2.	I am looking for a school place for my child. What should I do?,You can find information about English and other languages medium schools in your area from the local authority website.,Education Sector
425,3.	Am I guaranteed a school of my choice?,No. You can say which school you would like your child to go to but if there are more applications than there are places available you may not be successful in being offered a place.,Education Sector
426,4.	What forms do I need to complete?,The admission authority for the school will provide you with the right application form. You can have a paper form to fill in or you can complete it on line depending on your local authority.,Education Sector
427,5.	When do I have to apply for a place?,Some local authorities announce in a local newspaper or advertise through other medium when you can make an application for your child to be admitted to school. There are often notices in schools and other print and electronic media. Most admission authorities open their school admission round during September and October and these stay open for at least six weeks.,Education Sector
428,6.	What happens if there are more applications than places available?,"Admission authorities must admit children up to the number of school places available admission number. If there are more applications than the admission number then the admission authority will offer places to children according to the list of rules for admitting children to school. They may include things such as how close you live to the school, or if you have a brother or sister already in the school the admission authority information for parents should have the full list either in a booklet or on their website. Sometimes a place will become available in early September, because children expected at schools have gone to another school for some reason. Sometimes no places become available.",Education Sector
429,7.	My child has special educational needs. How do I apply for a school place?,"If your child has special educational needs SEN you will need to apply along with everyone else in main stream schools. Education authorities have to ensure that 3 reservation for persons with disabilities is done in all institutions receiving funds from Government Under The Persons with Disabilities Act, 1995.",Education Sector
430,8.	Where can I get detailed information about school admissions?,You can check the websites of the respective schools or the state government website for specific rules for admission.,Education Sector
431,What is Higher Education?,Higher Education is the study done after 102 - i.e. 10 years of primary and secondary education followed by two years of senior secondary education.,Education Sector
432,Main Organisations in the higher education system in India are:-," University Grant Commission UGC
 All India Council for Technical Education AICTE  
 Distance Education Bureau DEB
 Indian Council for Agriculture Research ICAR
 Bar Council of India BCI  
 National Council for Teacher Education NCTE  
 Rehabilitation Council of India RCI  
 National Medical Council Previously known as Medical Council of India MCI  
 Pharmacy Council of India PCI  
 Indian Nursing Council INC  
 Dentist Council of India DCI  
 Central Council of Homeopathy CCH  
 Central Council of Indian Medicine CCIM
",Education Sector
433,"Which is the main governing body, the University Grants Commission of Higher Education   in India?","The main governing body is the University Grants Commission, the mandates are:-
 Promoting and coordinating university education.
 Maintaining standards of teaching, examination and research in universities.
 Framing regulations on minimum standards of education.
 Advising the Central and State governments on the measures necessary for improvement of university education",Education Sector
434,What is Central University?,All Central Universities in India are established by an Act of Parliament and are under the purview of the Department of Higher Education MHRD and funded by Government of India.,Education Sector
435,What is a state University? ,State Universities are run by the state government and are established by Legislative Assembly Act. ,Education Sector
436,What is Deemed University?,"Deemed university is autonomous and the status is granted by the Department of Higher education on the advice of UGC, under section 3 of UGC Act, 1956 and are funded by the Central government.",Education Sector
437,What is a Private University?,"Private universities are approved by the UGC. They can grant degrees but they are not allowed to have off-campus affiliated colleges, and their funding comes from tuition fees, investments, and private donors.",Education Sector
438,What is the Grievance Redressal Mechanism of UGC?,"The Online Students Grievance Redressal System facilitates students / complainants to lodge his or her grievance, send reminders and view status on action taken with regard to their grievances. The basic aim of the portal is to ensure transparency in admissions, prevent unfair practices in higher educational institutions and provide a mechanism for redress of their grievances. The system also facilitates the universities to search and browse grievances lodged against their university and post action taken against the complaints on the portal as well as contact the complainant directly through email, phone or by post.",Education Sector
439,What is the Grievance Redressal Mechanism of AICTE?," Every institution must maintain a registry in which a student can record a complaint.  
 AICTE has directed all universities and colleges to appoint a grievance redressal committee and an ombudsman, and when a complaint is received, the ombudsman must seek an explanation from the institution concerned within seven days and conduct proceedings and dispose of the case within a month.    
 The committee and ombudsman have powers assigned to investigate complaints. Students can also register complaints against their own institute/university.",Education Sector
440,Can the complaints pertaining to Educational Institutes be filed in Consumer Courts?,Providing education is a service as defined under the Consumer Protection Act and complaints pertaining to educational institutions can be filed before the Consumer Commissions. ,Education Sector
441,Can the educational Institute retain Original Certificates?,The educational institutes cannot retain the original certificates.,Education Sector
442,Can the institutes demand fees for the entire course from the Students?,The educational institute cannot demand a fee for the entire course from the student at the very onset of the course.,Education Sector
443,"Can the Universities and colleges be questioned for non-grant of admission, number of seats or conducting of exams?","A University, while conducting exams or giving admission to students in particular subjects or streams or while deciding fee structures, number of seats available, cannot be questioned before the Consumer commission as these are statutory functions and do not fall within the definition of services as laid down under the Consumer Protection Act.",Education Sector
444,Can a student seek refund of fees which have been paid if the facilities promised are not given?,"If a student wants to leave an institute mid-way and is seeking a refund of the fees paid in advance for the full course, he or she is eligible for the same. Processing or administrative charges may be deducted by the institute.",Education Sector
445,Can I seek refund even if the fee receipt says that fee once paid is not refundable?,"The fee receipts may say that the fees once paid are non-refundable, but if certain services have been paid for and the institute fails to deliver the same as promised, they can withdraw from the course and demand a refund of the balance amount of the fees that has been paid.",Education Sector
446,When is education not a service under the Consumer Protection Act?," Conducting Exams.
 Issue of Roll No.
 Deciding Examination Center.
 Evaluating papers.
 Cancelling Candidature.
 Allotting Subjects.
 Declaring Results.",Education Sector
447,Tier wise escalation level for consumer complaints handling.,"Tier-1: Register the grievance with the College / Institute and wait for 15 Workings days
Tier-2: In case the issue is not resolved or the resolution given by the College / Institute is not satisfactory, consumers can send a written complaint to the University or Competent Authority UGC/ AICTE/ DEB in case of Higher Education.
Tier-3: In case the issue persists or the consumer does not get the desired solution, he/she may file a complaint with the Consumer Dispute Redressal Commission, following the procedure prescribed by them. For more information, you may visit List of District Commissions",Education Sector
448,How is this sector regulated in India?,"The Central Electricity Authority of India oversees the electrical sector, governed by The Electricity Act, 2003. Because of the breadth of the industry, each state has its own grievance redressal procedure. There is an Appellate Tribunal for Electricity set up under section 110 of the Electricity Act, 2003. The consumer redressal grievance method used in Karnataka is described in detail below.",Electricity Sector
449,What are the grounds for complaint available?," -   Interruptions/Failure of power supply
-	Voltage variations
-	Load shedding/Scheduled outage
-	Metering complaints
-	Billing complaints
-	Disconnection and reconnection complaints
-	Additional load
-	Safety issues
-	TC failure complaints
-	Theft
-	Allegation on staff
-	Phase conversion
-	Transfer of ownership and conversion
-	Refund/ issue of certificates",Electricity Sector
450,3.	What are the modes or methods of complaint available?,"Complaint Redressal Mechanism: The Electricity Act, 2003, under section 82, provides for the establishment of an electricity ombudsman shall be appointed by the State Electricity Regulatory Commission in every state. The Karnataka Electricity Regulatory Commission KERC came up with the Karnataka Electricity Regulatory Commission Consumer Grievance Redressal Forum and Ombudsman Regulations, 2004. This was recently supplemented by a notification which recognized the rights of the consumers.",Electricity Sector
451,4.	What needs to be done to get redressal of complaint/grievance?,"Before The Kerc Consumer Grievance Redressal Forum:
In the said regulations, the procedure for filing grievances by the consumers is given. Under this-
1. Before reaching out to the Commission shall have first reached out to the Licensee in accordance with the Licensees approved grievance handling procedure. He should have exhausted the Licensees grievance-handling process.
2. If the consumer is dissatisfied with the response of the Licensee or the Licensee has delayed in addressing the complaint of the consumer beyond three months, then the Commission can take cognizance of the grievance.
3. In cases where the consumer has not exhausted the remedies available at the level of the licensee, then the complaint shall be forwarded to the Licensee for appropriate actions. Moreover, the commission shall also give reasons to the consumer for denial of cognizance.
Now, if the above conditions are satisfied, then the consumers shall follow the following procedures for filing grievances:
i The complaint must be in writing to the Grievance Redressal Officer stating the name of the consumer, his address and telephone number.
The following form can be used by the consumer:
https://bescom.karnataka.gov.in/storage/pdf-files/CGRF/CGRF20Form20A20B.pdf
ii The name of the licensee.
iii Brief Description of the matter, including copies of relevant documents.
iv If known, then the consumer shall also present the laws, regulations, codes or standards which are violated.
v Proof that the consumer has exhausted the grievance procedure in submitting the grievance to the licensee.
vi The consumer should mention the relief sought, and shall also share an authenticated copy of the response from the licensee.
Post this, the Grievance redressal officer shall:
i Send an acknowledgement to the consumer within three days of the receipt of the complaint. A copy of the grievance shall also be forwarded to the licensee within 5 working days of the receipt of the complaint.
ii Within 14 days, the licensee has to submit parawise comments explaining their position, failing which it will be deemed that the licensee has no comments and a decision by the commission shall be taken unless the time for response is extended by the commission.
iii On receipt of the comments by the licensee, the complaint shall be processed within a period of 14 days.
iv The powers of the Commission under the Act and powers for investigation, inquiry, collection of information etc., under Chapter III of the Karnataka Electricity Regulatory Commission General and Conduct of Proceedings Regulations 2000 shall be applicable in dealing with the grievances.
v Following the above procedures, the grievance shall not be delayed beyond three months from the date of receipt in any event. The order shall be implemented within a period of 15 days from the receipt of the order, and failure to comply with the order makes the licensee liable.
The above information can also be accessed using: https://kerc.karnataka.gov.in/storage/pdf-files/Regulations/grievancepro.pdf
Appealing To The Appelate Tribunal For Electricity Atel:
Set up under section 110 of the Electricity Act, 2003, the appellate body hears the orders passed by the Central and State Electricity Regulatory Commissions.
i The appeal to ATEL is considered when the aggrieved party deposits the amount of penalty, if any, and unless such requirement is dispensed by ATEL on grounds of undue hardship to the aggrieved party.
ii Moreover, the appeal shall be filed within a period of 45 days from the date on which a copy of the order is received by the aggrieved party.
iii The ATEL shall endeavor to settle the dispute within a period of 180 days from the receipt of the appeal.",Electricity Sector
452,Where should the grievance redressal or complaint be filed?,"The complainant is free to take the service provider to a court or any other suitable venue judicial or quasi-judicial. The proceedings in consumer commissions are not mired by the niceties of procedure, allowing the complainant to file a complaint for himself. As a consumer, the aggrieved party can take the service provider to the appropriate consumer commission, based on the pecuniary and territorial jurisdiction. The jurisdictions of the various consumer commissions are as follows-
a District Commission: The aggrieved consumer can reach out to the District Commission under section 34 of the CPA, 2019, which provides that the district commission shall entertain matters where the value of the goods or services paid as consideration does not exceed more than one crore rupees.
b State Commission: In cases where the value of the goods or services paid as consideration is more than one crore, but less than 10 crores, the consumer can approach the State Commission. Moreover, in cases of unfair contracts, the State Commission has original jurisdiction and the consumer can be directly approached. An appeal against the order of the District Commission can also be made under section 47 of the CPA, 2019.
c National Commission: The National Commission can entertain matters where the value of goods or services paid as consideration exceeds 10 crores. Section 58 also provides that complaints against unfair contracts can be entertained by NCDRC when the amount of value paid exceeds 10 crores. The NCDRC also has appellate jurisdiction against the orders of any State Commission and Central Authority.
Moreover, it must also be kept in mind, that section 100 of the CPA, 2019 provides that the remedy under CPA is in addition and not in derogation of other available remedies.
Another remedy available to consumers is mediation. Chapter 5 of the Consumer Protection Act provides for establishing mediation cells and resolving consumer complaints using mediation.",Electricity Sector
453,What are the rights available to the consumer?,"	Central Consumer Protection Authority: If the commission finds violations of rights of consumers or in notice of trade practices which is unfair it can inquire or cause an inquiry, either on receipt of complaint or suo moto or as directed by Central Government. If the commission finds, after preliminary inquiry, of an existence of a prima facie case of consumer rights violation or it is in notice of any unfair trade practice or any wrong or inaccurate advertisement which is prejudicial to public interest or to the interests of the consumers,it can order an investigation by the District Collector or by Director General.
	The consumer can complain to the District Collector of the respective district for investigation and subsequent proceedings by the CCPA. He/she/they can also submit a complaint via email, at com-ccpanic.in. ",Electricity Sector
454,What are the regulatory bodies in this sector?,"The regulatory body in the electricity sector is the Central Electricity Regulatory Commission CERC, which is a statutory body functioning in a quasi-judicial manner under section 76 of the Electricity Act, 2003. The body works for rationalization of electricity tariffs, transparent electricity subsidy policies, promotion of efficient and environmentally sound policies, among others.",Electricity Sector
455,"What are the rules, Acts, and Guidelines that govern this sector?","1. The Electricity Act, 2003
https://cercind.gov.in/Act-with-amendment.pdf
2. Karnataka Electricity Regulatory Commission Notification of 2022
https://kerc.karnataka.gov.in/uploads/mediatoupload1665989071.pdf
3. Karnataka Electricity Regulatory Commission, 2004
https://kerc.karnataka.gov.in/storage/pdf-files/GRIEVANCE-REDRESSAL-COMMISSION.pdf",Electricity Sector
456,What is the format of the complaint to be made under this sector?,"https://cdrc.gujarat.gov.in/images/pdf/1-CC-Eng.pdf - DCDRC format.
https://cdrc.gujarat.gov.in/images/pdf/1-CC-Eng.pdf - SCDRC format.
https://ncdrc.nic.in/cc.html - NCDRC filing. ",Electricity Sector
457,What are the important links and resources?,	Contact Details of DISCOMs of various States: https://solarrooftop.gov.in/Report/DiscomList/details ,Electricity Sector
458,What is entertainment and media?,"The Indian entertainment and media EM industry has outperformed the Indian economy and is one of the fastest-growing sectors in India. The EM industry generally tends to grow faster when the economy is expanding. The countrys entertainment and media industry is expected to see a growth of 9.7 annually in revenues to reach US 73.6 billion by 2027. Revenue of the Indian video OTT market that is dominated by players such as Amazon Prime Video, Netflix and Disney Hotstar is set to double from US 1.8 billion in 2022 to US 3.5 billion by 2027. ",Entertainment and Media
459,What are the grounds for complaints?,"1.	Unexpected charges on their bills or accounts.
2.	Complaints about false or deceptive advertising practices.
3.	Dissatisfaction with the quality of movies, TV shows, music, or other content.
4.	Issues related to the unauthorized use or disclosure of personal information.
5.	Complaints regarding unresponsive or unhelpful customer support.
6.	Problems with subscription plans, billing errors, or cancellation difficulties.
7.	Concerns about limited access to certain content or services.
8.	Complaints related to restrictions on the use of digital content.
9.	Frustration with bugs, glitches, or technical issues affecting the user experience.
10.	Disputes related to alleged copyright violations.",Entertainment and Media
460,When Complaints Would Not Be Accepted?,"There are various situations which might cause the complaint to be rejected. These include
situations where the consumer is unable to file an appeal against an order within a period of three
months, where the complaint is based on a frivolous cause of action, where the complaint falls
outside the jurisdiction of the authority approached, and when the complaint has been filed under
wrong sections of the act, and other such situations. This requires careful reading of all acts and
regulations.",Entertainment and Media
461,What is the complaint redressal system?,"1. The first step is to approach the  customer service department of the relevant entertainment or media provider to register the grievance.
2. Further, you can approach the appropriate regulatory authorities such as the Press Council or Broadcasting Council as per the particular concern.
3. Approaching any other appropriate judicial or quasi-judicial body:
The complainant is free to take the service provider to a court or any other suitable venue
judicial or quasi-judicial. The proceedings in consumer commissions are not mired by the
niceties of procedure, allowing the complainant to file a complaint for himself. As a consumer,
the aggrieved party can take the service provider to the appropriate consumer commission, based
on the pecuniary and territorial jurisdiction. The jurisdictions of the various consumer
commissions are as follows-
a District Commission: The aggrieved consumer can reach out to the District Commission under
section 34 of the CPA, 2019, which provides that the district commission shall entertain matters
where the value of the goods or services paid as consideration does not exceed more than one
crore rupees.
b State Commission: In cases where the value of the goods or services paid as consideration is
more than one crore, but less than 10 crores, the consumer can approach the State Commission.
Moreover, in cases of unfair contracts, the State Commission has original jurisdiction and the
consumer can be directly approached. An appeal against the order of the District Commission
can also be made under section 47 of the CPA, 2019.
c National Commission: The National Commission can entertain matters where the value of goods or services paid as consideration exceeds 10 crores. Section 58 also provides that complaints against unfair contracts can be entertained by NCDRC when the amount of value paid exceeds 10 crores. The NCDRC also has appellate jurisdiction against the orders of any State Commission and Central Authority. http://www.ncdrc.nic.in/districtlist.html
Moreover, it must also be kept in mind that section 100 of the CPA, 2019 provides that the remedy under CPA is in addition and not in derogation of other available remedies.
4. Central Consumer Protection Authority
If the commission finds violations of rights of consumers or in notice of trade practices which is
unfair it can inquire or cause an inquiry, either on receipt of complaint or suo moto or as directed by Central Government. If the commission finds, after preliminary inquiry, of an existence of a prima facie case of consumer rights violation or it is in notice of any unfair trade practice or any wrong or inaccurate advertisement which is prejudicial to public interest or to the interests of the consumers,it can order an investigation by the District Collector or by Director General. The consumer can complain to the District Collector of the respective district for investigation and subsequent proceedings by the CCPA. He/she/they can also submit a complaint via email, at com-ccpanic.in.",Entertainment and Media
462,What are the regulatory bodies?,"Ministry of Information and Broadcasting is a nodal agency responsible for formulation and implementation of policies, frameworks, laws and regulations concerning broadcasting, information, films and press industry in India.
Telecom Regulatory Authority of India TRAI Regulates, among other things, tariffs payable by subscribers of television channels and service providers in broadcasting sector
Central Board of Film Certification CBFC or Censor Board Examines films Indian and foreign to determine whether a film is fit for public display. If found fit, then a certificate of exhibition is provided.
News Broadcasting Standards Authority NBSA A body of the NBA that regulates television content and can warn, admonish, censure, and fine broadcasters.
Broadcasting Wing BC Wing Regulates content on private satellite TV channels and cable television networks.
Press Council of India Ensures that the Indian press is free and responsible.",Entertainment and Media
463,What are the landmark judgements in entertainment and media?,"Idea Cellular Ltd. v. Angad Kumar
In the case of Idea Cellular Ltd. v. Angad Kumar, the petitioner, Idea Cellular, launched a scheme called Tyoharan Ki Saugat for eligible subscribers in a specific period. The respondent, Angad Kumar, received a message claiming that he had won an Alto Car in the scheme. When he approached the petitioners office for the car, it was not provided. The petitioner contended that a revised message was sent, asking to ignore the earlier message and that the number was not registered in Angad Kumars name.
The District Forum ruled in favor of the respondent, directing the petitioner to pay for the Alto car, compensation, and litigation costs. The State Commission upheld the order with a modification in the compensation amount. The National Commission, in its decision, observed that the petitioners negligence in handling the communication caused harassment and mental trauma to the respondent.
The National Commission partially allowed the revision petition, modifying the order to award Rs. 1,00,000/- as compensation to the respondent instead of the Alto car or its price. The petitioner was directed to pay this amount within 45 days, and in case of non-compliance, an interest of 10 p.a. would be applicable. Additionally, a cost of litigation of Rs. 5,000/- was ordered to be paid to the complainant by the petitioner.

Dr. Uttamkumar Samanta v. Vodafone East Limited  Ors.
In the case of Dr. Uttamkumar Samanta v. Vodafone East Limited  4 Ors., the complainant purchased a post-paid internet service plan from the respondent. The respondent provided a Data Sim card and a device for Rs. 5,500/- but allegedly failed to inform the complainant that all transactions were final, and no refund would be made. After the payment, the complainant received a printed receipt, and the internet service was activated. However, the service was suddenly disconnected on 10.05.2013 without any intimation.
The complainant sought compensation of Rs. 99,95,500/- for the alleged deficiencies in service. The respondents contended that the connection was not activated due to the complainants non-residence at the given address.
The State Commission observed deficiencies in service and unfair trade practices by the respondents but dismissed the complaint, considering the claimed amount disproportionate. The State Commission directed the complainant to pay Rs. 10,000/- to the State Consumer Welfare Fund within 30 days otherwise, it would carry an interest of 9 p.a. The complainant appealed to the National Commission.
The National Commission found the complainants claim disproportionately high and unreasonable. It observed that the complainant seemed to be misusing statutory processes to gain wrongful benefits and create nuisance value against the respondents. The appeal was dismissed as frivolous and vexatious, with a cost of Rs. 500/-.

General Manager, Telecom v. M. Krishnan and Another
In the case of General Manager, Telecom v. M. Krishnan and Another, a Special Appeal was filed with the Supreme Court. The dispute revolved around the non-payment of a telephone bill, leading to the disconnection of the telephone connection provided to the first respondent. Dissatisfied with the disconnection, the first respondent filed a complaint before the District Consumer Disputes Redressal Forum, Kozhikode. The Consumer Forum ruled in favor of the first respondent, directing the appellant General Manager, Telecom to re-connect the telephone and pay compensation.
The appellant challenged the jurisdiction of the consumer forum by filing a writ petition before the Kerala High Court, but it was dismissed. The Writ Appeal was also dismissed by a Full Bench of the Kerala High Court. The Supreme Court, in its decision, held that when a special remedy is provided under Section 7-B of the Indian Telegraph Act, 1885, specifically addressing disputes related to telephone bills, the remedy under the Consumer Protection Act, 1986 is impliedly barred.
The Supreme Court pointed out that Rule 413 of the Telegraph Rules subjects all services related to the telephone to Telegraph Rules, and a telephone connection can be disconnected for default of payment under Rule 443 of the Rules. The court emphasized that the special law, the Telegraph Act, would prevail over the general law, the Consumer Protection Act. It referred to a previous decision stating that the National Commission lacks jurisdiction to adjudicate claims for compensation arising from motor vehicle accidents.
As a result, the Supreme Court allowed the appeal, setting aside the order and judgment of the High Court.

Brij Bhushan  others vs. State of Delhi
The court held that censorship will impose obvious restrictions on freedom of speech and expression.",Entertainment and Media
464,What are the Acts and guidelines that govern entertainment and media?,"Cinematograph Act, 1952
https://www.cbfcindia.gov.in/main/CBFCEnglish/Attachments/cineact1952.pdf
The Cable Television Network Regulation Act, 1995
https://excise.delhi.gov.in/excise/cable-television-networks-regulation-act-and-rules
The Information Technology Act, 2000
https://www.meity.gov.in/content/information-technology-act-2000-0
The Information Technology Intermediary Guidelines and Digital Media Ethics Code 2021 IT Rules 2021
https://www.meity.gov.in/writereaddata/files/Information20Technology2028Intermediary20Guidelines20and20Digital20Media20Ethics20Code2920Rules2C2020212028updated2006.04.202329-.pdf
Policy Guidelines for Uplinking of Television Channels from India, Policy Guidelines for Downlinking of Television Channels from India
https://mib.gov.in/broadcasting/uplinking-or-downlinking-tv-channels
Direct-To-Home Guidelines
https://mib.gov.in/sites/default/files/28English20Version2920Operational20Guidelines20for20Direct-To-Home2028DTH2920Broadcasting20service20in20India20dated2016.09.2022.pdf
Telecommunications Broadcasting and Cable Services Interconnection Regulations
https://thc.nic.in/Central20Governmental20Regulations/Telecommunication20Broadcasting20and20Cable20Services20Interco....20Regulation,202017.pdf
The Copyright Act, 1957
https://copyright.gov.in/documents/copyrightrules1957.pdf
The Trade Marks Act, 1999
https://ipindia.gov.in/writereaddata/Portal/ev/TM-ACT-1999.html",Entertainment and Media
465,What are the important links and resources on entertainment and media for consumers?,"INGRAM- https://consumerhelpline.gov.in/faq-details.phpfidDTH/DAS
Consumer Guide, CDSCO- https://cdsco.gov.in/opencms/opencms/en/consumer/
",Entertainment and Media
466,What is Digital Addressable Cable TV Systems DAS?,DAS is a cable TV service in which TV channels are sent through cable TV network in digital and encrypted form. Only authorized users can receive channels using a Set-Top-BoxSTB and TV set. The authorization is given by the service provider.,Entertainment and Media
467,Who are the service providers in DAS?,The Multi-System Operator MSO and its linked local cable operators LCOs are the service providers in DAS hereinafter referred as cable operators.,Entertainment and Media
468,How DAS is different from DTH service?,"Although both are digital addressable systems, in DTH service, TV channels are directly received by consumer from satellite using small dish antennas located at customer premise. However, in DAS TV signals reach consumer through the cable network. The DAS is capable of carrying interactive value added service, triple play services Video  Audio Data, broadband etc. through the same cable TV network.",Entertainment and Media
